serial_id,ttspl_id,serial_number,customer_id,customer_name,desired_rent_start,desired_rate,sheet_rent,crm_amount,amt_delta,current_status,current_customer,current_rent_start,current_rate,issues
7512,TTSPL5016,PF34JQ3G,22,NUTRITIONALAB PRIVATE LIMITED,2026-08-01,5299,5299,5299,0,in_stock,,,,status=in_stock|customer null->22|ttspl_null|ttspl_set|rent_start_null|rate null->5299
7671,TTSPL5175,PG02SKCK,22,NUTRITIONALAB PRIVATE LIMITED,2026-08-01,1999,1999,1999,0,in_stock,,,,status=in_stock|customer null->22|ttspl_null|ttspl_set|rent_start_null|rate null->1999
7242,TTSPL4744,JTS50J3,22,NUTRITIONALAB PRIVATE LIMITED,2026-08-01,2499,2499,2499,0,in_stock,,,,status=in_stock|customer null->22|ttspl_null|ttspl_set|rent_start_null|rate null->2499
7597,TTSPL5101,PG04GTJ1,22,NUTRITIONALAB PRIVATE LIMITED,2026-08-01,2499,2499,2499,0,in_stock,,,,status=in_stock|customer null->22|ttspl_null|ttspl_set|rent_start_null|rate null->2499
7172,TTSPL4674,H2XC2F3,22,NUTRITIONALAB PRIVATE LIMITED,2026-08-01,2999,2999,2999,0,in_stock,,,,status=in_stock|customer null->22|ttspl_null|ttspl_set|rent_start_null|rate null->2999
7059,TTSPL4557,J54H2F3,22,NUTRITIONALAB PRIVATE LIMITED,2026-08-01,1999,1999,1999,0,in_stock,,,,status=in_stock|customer null->22|ttspl_null|ttspl_set|rent_start_null|rate null->1999
8094,TTSPL6251,H9PXVM3,22,NUTRITIONALAB PRIVATE LIMITED,2026-08-01,2999,2999,2999,0,in_stock,,,,status=in_stock|customer null->22|ttspl_null|ttspl_set|rent_start_null|rate null->2999
8135,TTSPL6295,DIPXVM3,22,NUTRITIONALAB PRIVATE LIMITED,2026-08-01,2999,2999,2999,0,in_stock,,,,status=in_stock|customer null->22|ttspl_null|ttspl_set|rent_start_null|rate null->2999
7125,TTSPL4625,G1P04M3,22,NUTRITIONALAB PRIVATE LIMITED,2026-08-01,2999,2999,2999,0,in_stock,,,,status=in_stock|customer null->22|ttspl_null|ttspl_set|rent_start_null|rate null->2999
6784,TTSPL4282,C1F7S93,22,NUTRITIONALAB PRIVATE LIMITED,2026-08-01,2999,2999,2999,0,in_stock,,,,status=in_stock|customer null->22|ttspl_null|ttspl_set|rent_start_null|rate null->2999
7333,TTSPL4837,CSJ60J3,22,NUTRITIONALAB PRIVATE LIMITED,2026-08-01,2999,2999,2999,0,in_stock,,,,status=in_stock|customer null->22|ttspl_null|ttspl_set|rent_start_null|rate null->2999
7385,TTSPL4889,KDF0CHX2NF,22,NUTRITIONALAB PRIVATE LIMITED,2026-08-01,8999,8999,8999,0,in_stock,,,,status=in_stock|customer null->22|ttspl_null|ttspl_set|rent_start_null|rate null->8999
7081,TTSPL4580,53GN3F3,22,NUTRITIONALAB PRIVATE LIMITED,2026-08-01,2999,2999,2999,0,in_stock,,,,status=in_stock|customer null->22|ttspl_null|ttspl_set|rent_start_null|rate null->2999
2294,TTSPL6045,FGW390CXH9,22,NUTRITIONALAB PRIVATE LIMITED,2026-08-01,5799,5799,0,5799,rented,22,2026-08-02,5799.00,rent_start 2026-08-02->2026-08-01|rent_start_earlier 2026-08-02->2026-08-01
8731,TTSPL7564,LDYXNQ0DFP,22,NUTRITIONALAB PRIVATE LIMITED,2026-08-01,14000,14000,0,14000,rented,22,2026-08-02,14000.00,rent_start 2026-08-02->2026-08-01|rent_start_earlier 2026-08-02->2026-08-01
1496,TTSPL6801,3X89ZD3,122,RATHAM TECHNOLOGIES LLP,2026-08-01,3199,3199,0,3199,rented,122,,3199.00,rent_start_null
262,TTSPL6933,5CG3050K9Y,122,RATHAM TECHNOLOGIES LLP,2026-08-01,3199,3199,5778.84,-2579.84,rented,122,2026-07-07,3199.00,AMOUNT_DIFF_ONLY
299,TTSPL4809,DYTXZH3,122,RATHAM TECHNOLOGIES LLP,2026-07-04,3199,6078.1,6088.42,-10.32,rented,122,2026-07-04,3199.00,AMOUNT_DIFF_ONLY
3065,TTSPL3995,CND12350P1,122,RATHAM TECHNOLOGIES LLP,2026-07-12,3199,5262.87,5366.0599999999995,-103.19,rented,122,2026-07-11,3199.00,AMOUNT_DIFF_ONLY
7214,TTSPL4716,PF32JC3T,70,WSB PROJECTS PRIVATE LIMITED,2026-08-01,1500,1500,1500,0,in_stock,,,,status=in_stock|customer null->70|ttspl_null|ttspl_set|rent_start_null|rate null->1500
6949,TTSPL4447,PF2CAZ9N,70,WSB PROJECTS PRIVATE LIMITED,2026-08-01,1500,1500,1500,0,in_stock,,,,status=in_stock|customer null->70|ttspl_null|ttspl_set|rent_start_null|rate null->1500
983,TTSPL3147,PF225E2C,20,Research Nester Private Limited,2026-08-01,1099,1099,0,1099,returned,,2026-02-06,1099.00,status=returned|customer null->20
2450,TTSPL6594,8TWDQ13,20,Research Nester Private Limited,2026-08-01,899,899,0,899,rented,20,,899.00,rent_start_null
3326,TTSPL2691,PC0GBAWV,20,Research Nester Private Limited,2026-08-02,899,870,0,870,in_transit,20,,899.00,status=in_transit|rent_start_null
8236,TTSPL7472,5CG0278DQ0,20,Research Nester Private Limited,2026-08-02,1250,1209.68,0,1209.68,in_transit,20,,1250.00,status=in_transit|rent_start_null
370,TTSPL3616,5CG0294MT0,76,Shreyas Management Consulting Services,2026-08-01,1699,1699,2685.52,-986.52,rented,76,2026-07-14,1699.00,AMOUNT_DIFF_ONLY
7575,TTSPL5079,DDHD6GGWP7,65,REYKLE INDIA PRIVATE LIMITED,2026-08-01,5499,5499,5499,0,in_stock,,,,status=in_stock|customer null->65|ttspl_null|ttspl_set|rent_start_null|rate null->5499
7500,TTSPL5004,PG04FH2Q,65,REYKLE INDIA PRIVATE LIMITED,2026-08-01,2600,2600,2600,0,in_stock,,,,status=in_stock|customer null->65|ttspl_null|ttspl_set|rent_start_null|rate null->2600
7721,TTSPL5404,8KHB7D3,65,REYKLE INDIA PRIVATE LIMITED,2026-08-01,1999,1999,1999,0,in_stock,,,,status=in_stock|customer null->65|ttspl_null|ttspl_set|rent_start_null|rate null->1999
2273,TTSPL1776,C02HQ192Q6L4,65,REYKLE INDIA PRIVATE LIMITED,2026-08-01,4000,4000,0,4000,rented,65,,4000.00,rent_start_null
1780,TTSPL5169,PF3D1WZ0,93,WICK AUTOMATION LLP,2026-08-01,1599,1599,0,1599,rented,93,,1599.00,rent_start_null
8725,TTSPL7560,7PYYZH3,93,WICK AUTOMATION LLP,2026-07-31,1599,1650.58,0,1650.58,rented,93,2026-08-03,1599.00,rent_start 2026-08-03->2026-07-31|rent_start_earlier 2026-08-03->2026-07-31
7694,TTSPL5198,7QQX5Y2,87,NECTAR INFOTEL SOLUTIONS PRIVATE LIMITED,2026-08-01,1199,1199,1199,0,in_stock,,,,status=in_stock|customer null->87|ttspl_null|ttspl_set|rent_start_null|rate null->1199
8205,TTSPL7441,DMV76D3,29,Optimizing Resources Private Limited,2026-07-08,1600,2838.71,2890.3199999999997,-51.61,rented,29,2026-07-07,1600.00,AMOUNT_DIFF_ONLY
8197,TTSPL7433,4LC98G3,29,Optimizing Resources Private Limited,2026-07-08,1600,2838.71,2890.3199999999997,-51.61,rented,29,2026-07-07,1600.00,AMOUNT_DIFF_ONLY
8201,TTSPL7437,DMK98G3,29,Optimizing Resources Private Limited,2026-07-08,1600,2838.71,2890.3199999999997,-51.61,rented,29,2026-07-07,1600.00,AMOUNT_DIFF_ONLY
7417,TTSPL4921,PC15YPA7,127,Elysium Labs Pvt Ltd,2026-08-01,1499,1499,1499,0,in_stock,,,,status=in_stock|customer null->127|ttspl_null|ttspl_set|rent_start_null|rate null->1499
7390,TTSPL4894,FVFGL7NVQ05N,127,Elysium Labs Pvt Ltd,2026-08-01,4499,4499,4499,0,in_stock,,,,status=in_stock|customer null->127|ttspl_null|ttspl_set|rent_start_null|rate null->4499
2720,TTSPL6255,DFTM763,127,Elysium Labs Pvt Ltd,2026-08-01,1499,1499,2562.81,-1063.81,rented,127,2026-07-10,1499.00,AMOUNT_DIFF_ONLY
8431,TTSPL7515,9WVZ2F3,127,Elysium Labs Pvt Ltd,2026-07-27,1999,2321.42,2192.45,128.97,rented,127,2026-07-29,1999.00,rent_start 2026-07-29->2026-07-27|rent_start_earlier 2026-07-29->2026-07-27
8210,TTSPL7446,C3V51J3,54,Prisha Insurance Brokers Pvt Ltd,2026-07-18,1700,2467.74,0,2467.74,rented,54,2026-07-18,1700.00,AMOUNT_DIFF_ONLY
8195,TTSPL7431,9G516D3,54,Prisha Insurance Brokers Pvt Ltd,2026-07-18,1700,2467.74,0,2467.74,rented,54,2026-07-18,1700.00,AMOUNT_DIFF_ONLY
7182,TTSPL4684,PF32G0SH,69,Trip Hunter,2026-08-01,1799,1799,1799,0,in_stock,,,,status=in_stock|customer null->69|ttspl_null|ttspl_set|rent_start_null|rate null->1799
7204,TTSPL4706,PF32HESF,69,Trip Hunter,2026-08-01,1799,1799,1799,0,in_stock,,,,status=in_stock|customer null->69|ttspl_null|ttspl_set|rent_start_null|rate null->1799
7037,TTSPL4535,F3V61F3,69,Trip Hunter,2026-08-01,1799,1799,1799,0,in_stock,,,,status=in_stock|customer null->69|ttspl_null|ttspl_set|rent_start_null|rate null->1799
7228,TTSPL4730,PF32H4L3,69,Trip Hunter,2026-08-01,1799,1799,1799,0,in_stock,,,,status=in_stock|customer null->69|ttspl_null|ttspl_set|rent_start_null|rate null->1799
3062,TTSPL4385/TTSPL4376,PC261P42,41,SLEEP MANAGEMENT PRIVATE LIMITED(New),2026-08-01,1999,1999,0,1999,rented,41,2025-09-22,1999.00,ttspl_set
3275,TTSPL5179,PG02SKBN,41,SLEEP MANAGEMENT PRIVATE LIMITED(New),2026-08-01,1999,1999,0,1999,rented,41,,1999.00,rent_start_null
4057,TTSPL7350,2TK24609WX,41,SLEEP MANAGEMENT PRIVATE LIMITED(New),2026-08-01,2699,2699,4875.610000000001,-2176.61,rented,41,2026-07-07,2699.00,AMOUNT_DIFF_ONLY
3643,TTSPL7021,5CG4052X0X,41,SLEEP MANAGEMENT PRIVATE LIMITED(New),2026-07-07,4500,8129.03,7693.55,435.48,rented,41,2026-07-10,4500.00,rent_start 2026-07-10->2026-07-07|rent_start_earlier 2026-07-10->2026-07-07
8447,TTSPL7531,4W5T2F3,41,SLEEP MANAGEMENT PRIVATE LIMITED(New),2026-07-30,1999,2127.97,2192.45,-64.48,rented,41,2026-07-29,1999.00,AMOUNT_DIFF_ONLY
94,TTSPL5037,PC1FBACQ,66,ROADEXPRESS TECHNOLOGY PRIVATE LIMITED,2026-08-01,1100,1100,0,1100,rented,66,,1100.00,rent_start_null
3746,TTSPL3128,PF225G3H,66,ROADEXPRESS TECHNOLOGY PRIVATE LIMITED,2026-08-01,1100,1100,0,1100,rented,66,,1100.00,rent_start_null
3749,TTSPL5192,PG02Y0BH,61,NOTUS SERVICES PRIVATE LIMITED,2026-08-01,1800,1800,1800,0,rented,61,2026-06-22,1800.00,ttspl_null|ttspl_set
8264,TTSPL7496,5CG0278QJ1,61,NOTUS SERVICES PRIVATE LIMITED,2026-08-02,1299,1257.1,0,1257.1,in_transit,61,,1299.00,status=in_transit|rent_start_null
8268,TTSPL7500,5CG02749MF,61,NOTUS SERVICES PRIVATE LIMITED,2026-08-02,1299,1257.1,0,1257.1,rented,61,2026-08-03,1299.00,rent_start 2026-08-03->2026-08-02|rent_start_earlier 2026-08-03->2026-08-02
2978,TTSPL1184,5CG45131M6,42,SUKHMAA SONS AND ASSOCIATES,2026-08-01,999,999,0,999,rented,42,,999.00,rent_start_null
8230,TTSPL7466,5CG0274CGP,42,SUKHMAA SONS AND ASSOCIATES,2026-07-28,1599,1805.32,1753.74,51.58,rented,42,2026-07-29,1599.00,rent_start 2026-07-29->2026-07-28|rent_start_earlier 2026-07-29->2026-07-28
501,TTSPL4727,PF2R74CA,30,Digital Nirvana Information Systems Pvt Ltd,2026-07-12,2099,3385.48,3453.19,-67.71,rented,30,2026-07-12,2099.00,AMOUNT_DIFF_ONLY
341,TTSPL4209,BMM57Y2,130,Aim Plus Staffing Solutions,2026-08-01,1500,1500,1100,400,rented,20,2026-06-25,1100.00,customer 20->130|rate 1100.00->1500
2625,TTSPL5700,CWRD2B3,131,Beom Commerce Private Limited,2026-08-01,1525,1525,0,1525,rented,131,,1525.00,rent_start_null
2208,TTSPL5851,MQD4RXJNYQ,39,SARTHHAKAI PRIVATE LIMITED,2026-08-01,8999,8999,0,8999,rented,39,,8999.00,rent_start_null
2468,TTSPL6329,4CP1T93,143,BRAINBOX NETWORK,2026-07-17,1800,2670.97,2224.32,446.65,rented,127,2026-07-17,1499.00,customer 127->143|rate 1499.00->1800
2350,TTSPL6568,5CD112KFHX,137,BMRV Engineering Consultants LLP,2026-08-01,2199,2199,3972.3900000000003,-1773.39,rented,137,2026-07-07,2199.00,AMOUNT_DIFF_ONLY
1454,TTSPL4226,9NS0BC3,28,Upila Digital,2026-07-25,2999,3676.19,0,3676.19,rented,28,2026-07-25,2999.00,AMOUNT_DIFF_ONLY
3842,TTSPL7183,R913GZF5,135,AKSUM TRADEMART PRIVATE LIMITED,2026-07-03,1700,3290.32,2193.55,1096.77,rented,135,2026-07-23,1700.00,rent_start 2026-07-23->2026-07-03|rent_start_earlier 2026-07-23->2026-07-03
4067,TTSPL7356,J0Y6V999LJ,88,RITU DAVID CONSULTING,2026-08-01,11000,11000,0,11000,rented,88,,11000.00,rent_start_null
4056,TTSPL7349,2TK24908R1,88,RITU DAVID CONSULTING,2026-08-01,2799,2799,0,2799,rented,88,,2799.00,rent_start_null
7363,TTSPL4867,PF2C80J5,92,URBANLOGIX GLOBAL INDIA PRIVATE LIMITED,2026-08-01,999,999,999,0,in_stock,,,,status=in_stock|customer null->92|ttspl_null|ttspl_set|rent_start_null|rate null->999
7934,TTSPL6072,3P7GN73,92,URBANLOGIX GLOBAL INDIA PRIVATE LIMITED,2026-08-01,999,999,999,0,in_stock,,,,status=in_stock|customer null->92|ttspl_null|ttspl_set|rent_start_null|rate null->999
7947,TTSPL6088,H23FN73,92,URBANLOGIX GLOBAL INDIA PRIVATE LIMITED,2026-08-01,999,999,999,0,in_stock,,,,status=in_stock|customer null->92|ttspl_null|ttspl_set|rent_start_null|rate null->999
7453,TTSPL4957,PC1GXG4T,92,URBANLOGIX GLOBAL INDIA PRIVATE LIMITED,2026-08-01,999,999,999,0,in_stock,,,,status=in_stock|customer null->92|ttspl_null|ttspl_set|rent_start_null|rate null->999
7394,TTSPL4898,CY2BNF2,92,URBANLOGIX GLOBAL INDIA PRIVATE LIMITED,2026-08-01,899,899,899,0,in_stock,,,,status=in_stock|customer null->92|ttspl_null|ttspl_set|rent_start_null|rate null->899
2575,TTSPL5678,FG1PM53,92,URBANLOGIX GLOBAL INDIA PRIVATE LIMITED,2026-08-01,999,999,1804.65,-805.65,rented,92,2026-07-07,999.00,AMOUNT_DIFF_ONLY
3771,TTSPL6170,PF31SJBW,141,Easy Fix Handy Solutions India Private Limited,2026-08-01,1400,1400,2529.0299999999997,-1129.03,rented,141,2026-07-07,1400.00,AMOUNT_DIFF_ONLY
8170,TTSPL7406,5CG0278Q1C,139,Clickonik Digital Private Limited,2026-07-28,1599,1805.32,1856.9,-51.58,rented,139,2026-07-27,1599.00,AMOUNT_DIFF_ONLY
7431,TTSPL4935,PC16244X,84,STEFEN ELECTRIC PRIVATE LIMIED,2026-08-01,999,999,999,0,in_stock,,,,status=in_stock|customer null->84|ttspl_null|ttspl_set|rent_start_null|rate null->999
2664,TTSPL6276,5C93C63,100,GODASH SOLUTIONS PRIVATE LIMITED,2026-07-13,1699,2740.32,2685.52,54.8,rented,100,2026-07-14,1699.00,rent_start 2026-07-14->2026-07-13|rent_start_earlier 2026-07-14->2026-07-13
7482,TTSPL4986,PF54RAST,156,Global Fashion Off Duty Limited,2026-08-01,2499,2499,2499,0,in_stock,,,,status=in_stock|customer null->156|ttspl_null|ttspl_set|rent_start_null|rate null->2499
7620,TTSPL5124,PF55F5SM,156,Global Fashion Off Duty Limited,2026-08-01,2499,2499,2499,0,in_stock,,,,status=in_stock|customer null->156|ttspl_null|ttspl_set|rent_start_null|rate null->2499
7488,TTSPL4992,PG04FE2Y,156,Global Fashion Off Duty Limited,2026-08-01,2499,2499,2499,0,in_stock,,,,status=in_stock|customer null->156|ttspl_null|ttspl_set|rent_start_null|rate null->2499
7619,TTSPL5123,PG04GTGN,156,Global Fashion Off Duty Limited,2026-08-01,2499,2499,2499,0,in_stock,,,,status=in_stock|customer null->156|ttspl_null|ttspl_set|rent_start_null|rate null->2499
7609,TTSPL5113,PF53AE41,156,Global Fashion Off Duty Limited,2026-08-01,2499,2499,2499,0,in_stock,,,,status=in_stock|customer null->156|ttspl_null|ttspl_set|rent_start_null|rate null->2499
7897,TTSPL6031,PG02R195,156,Global Fashion Off Duty Limited,2026-08-01,1999,1999,1999,0,in_stock,,,,status=in_stock|customer null->156|ttspl_null|ttspl_set|rent_start_null|rate null->1999
3367,TTSPL6379,PG02HVTV,153,QUICKREPLY TECHNOLOGIES INDIA PRIVATE LIMITED,2026-08-01,2099,2099,3791.74,-1692.74,rented,153,2026-07-07,2099.00,AMOUNT_DIFF_ONLY
229,TTSPL4341,PF2R31SD,153,QUICKREPLY TECHNOLOGIES INDIA PRIVATE LIMITED,2026-08-01,2699,2699,4875.610000000001,-2176.61,rented,153,2026-07-07,2699.00,AMOUNT_DIFF_ONLY
1343,TTSPL4397,PC2830BV,153,QUICKREPLY TECHNOLOGIES INDIA PRIVATE LIMITED,2026-08-01,2099,2099,3791.74,-1692.74,rented,153,2026-07-07,2099.00,AMOUNT_DIFF_ONLY
7888,TTSPL6021,FKHC3WXQ0P,161,ELEVONDATA LABS PRIVATE LIMITED,2026-08-01,5999,5999,5999,0,in_stock,,,,status=in_stock|customer null->161|ttspl_null|ttspl_set|rent_start_null|rate null->5999
7873,TTSPL5701,F1RD2B3,161,ELEVONDATA LABS PRIVATE LIMITED,2026-08-01,1899,1899,1899,0,in_stock,,,,status=in_stock|customer null->161|ttspl_null|ttspl_set|rent_start_null|rate null->1899
1894,TTSPL5129,PF55FX53,160,OLA,2026-08-01,1,1,0,1,rented,160,,1.00,rent_start_null
1895,TTSPL5603,PF33C7AF,160,OLA,2026-08-01,1,1,0,1,rented,160,,1.00,rent_start_null
2589,TTSPL5833,F633JL3,160,OLA,2026-08-01,1,1,0,1,rented,160,,1.00,rent_start_null
1896,TTSPL5909,5CD1218T2M,160,OLA,2026-08-01,1,1,0,1,rented,160,,1.00,rent_start_null
3784,TTSPL7125,G4PSVZ2,178,MNR Solutions Pvt. Ltd.,2026-07-25,1600,1961.29,2064.52,-103.23,rented,178,2026-07-23,1600.00,AMOUNT_DIFF_ONLY
1551,TTSPL4385,PC28HQ2R,182,EXOTALENT CONSULTANCY SERVICES LLP,2026-08-01,1799,1799,1799,0,returned,182,2026-04-27,119.93,status=returned|ttspl_null|ttspl_set|rate 119.93->1799
8196,TTSPL7432,3489R73,182,EXOTALENT CONSULTANCY SERVICES LLP,2026-08-02,1799,1740.97,0,1740.97,in_transit,182,,1799.00,status=in_transit|rent_start_null
3247,TTSPL6899,PF1A6KZD,195,EXIMPLE TECHNOLOGIES PRIVATE LIMITED,2026-08-01,1449,1449,1499,-50,rented,195,2026-02-21,1499.00,rate 1499.00->1449
3422,TTSPL6483,GTN5V93,195,EXIMPLE TECHNOLOGIES PRIVATE LIMITED,2026-08-01,1449,1449,1499,-50,rented,195,2026-02-27,1499.00,rate 1499.00->1449
2673,TTSPL6600,8GPYCL3,183,BIODEAL PHARMACEUTICALS LIMITED,2026-08-01,1500,1500,0,1500,rented,183,,1500.00,rent_start_null
1977,TTSPL6739,97080J3,183,BIODEAL PHARMACEUTICALS LIMITED,2026-08-01,1500,1500,0,1500,rented,183,,1500.00,rent_start_null
7944,TTSPL6085,GN83C63,196,MERVICE INFOTECH PRIVATE LIMITED,2026-08-01,1499,1499,1499,0,in_stock,,,,status=in_stock|customer null->196|ttspl_null|ttspl_set|rent_start_null|rate null->1499
8118,TTSPL6277,CG0BW93,196,MERVICE INFOTECH PRIVATE LIMITED,2026-08-01,1699,1699,1699,0,in_stock,,,,status=in_stock|customer null->196|ttspl_null|ttspl_set|rent_start_null|rate null->1699
7655,TTSPL5159,PF2R5QP3,196,MERVICE INFOTECH PRIVATE LIMITED,2026-07-10,1499,2562.81,2562.81,0,in_stock,,,,status=in_stock|customer null->196|ttspl_null|ttspl_set|rent_start_null|rate null->1499
3277,TTSPL6400,PG02YB1S,180,Stylework Innovation Hub Pvt Ltd.,2026-08-01,1899,1899,3491.71,-1592.71,rented,180,2026-07-06,1899.00,AMOUNT_DIFF_ONLY
7006,TTSPL4504,9YHW2F3,180,Stylework Innovation Hub Pvt Ltd.,2026-08-01,1899,1899,1899,0,in_stock,,,,status=in_stock|customer null->180|ttspl_null|ttspl_set|rent_start_null|rate null->1899
7768,TTSPL5451,KMLJ6H96TP,180,Stylework Innovation Hub Pvt Ltd.,2026-08-01,8999,8999,8999,0,in_stock,,,,status=in_stock|customer null->180|ttspl_null|ttspl_set|rent_start_null|rate null->8999
6881,TTSPL4379,PC261P46,180,Stylework Innovation Hub Pvt Ltd.,2026-08-01,1899,1899,1899,0,in_stock,,,,status=in_stock|customer null->180|ttspl_null|ttspl_set|rent_start_null|rate null->1899
7183,TTSPL4685,PF361HSJ,180,Stylework Innovation Hub Pvt Ltd.,2026-08-01,1899,1899,1899,0,in_stock,,,,status=in_stock|customer null->180|ttspl_null|ttspl_set|rent_start_null|rate null->1899
3446,TTSPL6631,BHRD2B3,203,CDBASE SOLUTIONS INDIA PRIVATE LIMITED,2026-08-01,2099,2099,0,2099,rented,203,,2099.00,rent_start_null
3846,TTSPL7187,R913EBJQ,203,CDBASE SOLUTIONS INDIA PRIVATE LIMITED,2026-08-01,2099,2099,0,2099,rented,203,,2099.00,rent_start_null
3380,TTSPL6271,F3QM763,207,CARRUM MOBILITY SOLUTIONS PRIVATE LIMITED,2026-08-01,1500,1500,0,1500,returned,207,2026-02-12,1500.00,status=returned
3760,TTSPL6781,BG0BW93,207,CARRUM MOBILITY SOLUTIONS PRIVATE LIMITED,2026-08-01,1500,1500,0,1500,rented,207,2026-04-29,0.00,ttspl_null|ttspl_set|rate 0.00->1500
3469,TTSPL6662,FDTM763,207,CARRUM MOBILITY SOLUTIONS PRIVATE LIMITED,2026-08-01,1500,1500,0,1500,in_stock,,,1999.00,status=in_stock|customer null->207|rent_start_null|rate 1999.00->1500
3391,TTSPL6080,CSSS103,207,CARRUM MOBILITY SOLUTIONS PRIVATE LIMITED,2026-08-01,1500,1500,1349,151,rented,207,2026-03-21,1349.00,rate 1349.00->1500
1284,TTSPL2987,58JVCB3,207,CARRUM MOBILITY SOLUTIONS PRIVATE LIMITED,2026-07-02,1500,2950,2951.6099999999997,-1.61,rented,207,2026-07-02,1500.00,AMOUNT_DIFF_ONLY
2366,TTSPL6463,4Q83C63,207,CARRUM MOBILITY SOLUTIONS PRIVATE LIMITED,2026-08-02,1349,1305.48,0,1305.48,rented,207,2026-08-03,1349.00,rent_start 2026-08-03->2026-08-02|rent_start_earlier 2026-08-03->2026-08-02
2339,TTSPL5702,BJQYCL3,206,ABJAYON CONSULTANCY PRIVATE LIMITED,2026-08-01,1,1,1.6800000000000002,-0.68,rented,206,2026-07-11,1.00,AMOUNT_DIFF_ONLY
8163,TTSPL7399,5CG0274NHG,230,The Class One/ Inventify Edtech solution Pvt. Ltd,2026-07-06,1100,2022.58,2093.55,-70.97,rented,230,2026-07-04,1100.00,AMOUNT_DIFF_ONLY
2827,TTSPL5434,7CSHWZ2,232,BIZDATEUP TECHNOLOGIES PRIVATE LIMITED,2026-08-01,1150,1150,1929.03,-779.03,rented,232,2026-07-11,1150.00,AMOUNT_DIFF_ONLY
1370,TTSPL4602,7H518C3,242,ZYKRR TECHNOLOGIES PRIVATE LIMITED,2026-08-01,2899,2899,5236.9,-2337.9,rented,242,2026-07-07,2899.00,AMOUNT_DIFF_ONLY
3154,TTSPL3733,F24Z2J3,242,ZYKRR TECHNOLOGIES PRIVATE LIMITED,2026-08-01,2899,2899,5236.9,-2337.9,rented,242,2026-07-07,2899.00,AMOUNT_DIFF_ONLY
3883,TTSPL7224,R913GZE9,242,ZYKRR TECHNOLOGIES PRIVATE LIMITED,2026-07-02,1999,3931.37,3933.52,-2.15,rented,242,2026-07-02,1999.00,AMOUNT_DIFF_ONLY
3907,TTSPL7248,R913GZ4D,242,ZYKRR TECHNOLOGIES PRIVATE LIMITED,2026-07-02,1999,3931.37,3933.52,-2.15,rented,242,2026-07-02,1999.00,AMOUNT_DIFF_ONLY
3929,TTSPL7270,R913GZE0,242,ZYKRR TECHNOLOGIES PRIVATE LIMITED,2026-07-02,1999,3931.37,3933.52,-2.15,rented,242,2026-07-02,1999.00,AMOUNT_DIFF_ONLY
3297,TTSPL6936,88R60J3,242,ZYKRR TECHNOLOGIES PRIVATE LIMITED,2026-07-02,1999,3931.37,0,3931.37,sold,242,2026-07-02,21610.00,status=sold|rate 21610.00->1999
2432,TTSPL5722,66PYCL3,242,ZYKRR TECHNOLOGIES PRIVATE LIMITED,2026-07-02,1999,3931.37,3933.52,-2.15,rented,242,2026-07-02,1999.00,AMOUNT_DIFF_ONLY
3879,TTSPL7220,R913GZCM,270,EVENTIVE COMMUNICATIONS LLP,2026-08-01,1799,1799,3481.94,-1682.94,rented,270,2026-07-03,1799.00,AMOUNT_DIFF_ONLY
3808,TTSPL7149,R913GZ41,270,EVENTIVE COMMUNICATIONS LLP,2026-08-01,1799,1799,3481.94,-1682.94,rented,270,2026-07-03,1799.00,AMOUNT_DIFF_ONLY
849,TTSPL3703,C17HCD63Q6L4,252,Girish Srikrishna Paranjpe,2026-08-01,3800,3800,0,3800,rented,252,,3800.00,rent_start_null
3557,TTSPL6950,7TMT0T3,252,Girish Srikrishna Paranjpe,2026-07-07,3999,7224,6837,387,rented,252,2026-07-10,3999.00,rent_start 2026-07-10->2026-07-07|rent_start_earlier 2026-07-10->2026-07-07
3391,TTSPL6080,CSSS103,255,Amar Amba Finance Hire Purchase Private Limited,2026-08-01,1349,1349,1349,0,rented,207,2026-03-21,1349.00,customer 207->255
185,TTSPL5288,PF2QZLXD,256,SPNN BUSINESS SERVICES PRIVATE LIMITED,2026-08-01,1900,2600,0,2600,rented,256,,1900.00,rent_start_null
1853,TTSPL6122,PF2416HJ,256,SPNN BUSINESS SERVICES PRIVATE LIMITED,2026-08-01,1900,2600,1900,700,rented,256,2026-04-07,1900.00,AMOUNT_DIFF_ONLY
1308,TTSPL3310,6H0M1Z2,256,SPNN BUSINESS SERVICES PRIVATE LIMITED,2026-08-01,1900,2600,1900,700,rented,256,2026-05-01,1900.00,AMOUNT_DIFF_ONLY
1291,TTSPL3940,5CG9375Q8F,256,SPNN BUSINESS SERVICES PRIVATE LIMITED,2026-08-01,1900,2600,1900,700,rented,256,2026-05-01,1900.00,AMOUNT_DIFF_ONLY
3135,TTSPL3222,9640N13,256,SPNN BUSINESS SERVICES PRIVATE LIMITED,2026-08-01,1550,1550,0,1550,rented,256,,1550.00,rent_start_null
1283,TTSPL3447,90V1F63,256,SPNN BUSINESS SERVICES PRIVATE LIMITED,2026-08-01,1550,1550,0,1550,rented,256,,1550.00,rent_start_null
1286,TTSPL3999,56SJ573,256,SPNN BUSINESS SERVICES PRIVATE LIMITED,2026-08-01,1550,1550,0,1550,rented,256,,1550.00,rent_start_null
933,TTSPL3244,D64NYY2,256,SPNN BUSINESS SERVICES PRIVATE LIMITED,2026-08-01,1900,2600,1900,700,rented,256,2026-05-22,1900.00,AMOUNT_DIFF_ONLY
