invoice_number,customer_id,customer_name,ttspl_id,serial_number,model,period,rent_start,rent_end,monthly_rate,amount,is_catchup
INV-0268,29,Optimizing Resources Private Limited,TTSPL3306,PF1HYHVV,Lenovo Thinkpad T480,2026-08,2026-08-01,2026-08-31,1450,1450,NO
INV-0268,29,Optimizing Resources Private Limited,TTSPL1102,PF032EDS,Lenovo Thinkpad X240,2026-08,2026-08-01,2026-08-31,1450,1450,NO
INV-0268,29,Optimizing Resources Private Limited,TTSPL5191,PG02Y0F0,Lenovo Thinkpad E14 (Gen 2),2026-08,2026-08-01,2026-08-31,1699,1699,NO
INV-0268,29,Optimizing Resources Private Limited,TTSPL5282,PC0P9S1U,Lenovo Thinkcenter M710q,2026-08,2026-08-01,2026-08-31,1450,1450,NO
INV-0268,29,Optimizing Resources Private Limited,TTSPL5151,PF2MZM2A,Lenovo Thinkpad T14,2026-08,2026-08-01,2026-08-31,1450,1450,NO
INV-0268,29,Optimizing Resources Private Limited,TTSPL5152,PF20FZK8,Lenovo Thinkpad T14,2026-08,2026-08-01,2026-08-31,1450,1450,NO
INV-0268,29,Optimizing Resources Private Limited,TTSPL5388,56V70J3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,1699,1699,NO
INV-0268,29,Optimizing Resources Private Limited,TTSPL5469,PG02SKD1,Lenovo Thinkpad E14,2026-08,2026-08-01,2026-08-31,1699,1699,NO
INV-0268,29,Optimizing Resources Private Limited,TTSPL3614,2TK85002XP,HP Probook 640 G4,2026-08,2026-08-01,2026-08-31,1450,1450,NO
INV-0268,29,Optimizing Resources Private Limited,TTSPL3768,FKR6RV2,Dell Latitude 5490,2026-08,2026-08-01,2026-08-31,1450,1450,NO
INV-0268,29,Optimizing Resources Private Limited,TTSPL2717,PC0HB1D4,Lenovo Thinkpad T460,2026-08,2026-08-01,2026-08-31,1450,1450,NO
INV-0268,29,Optimizing Resources Private Limited,TTSPL2718,PC0HJ4MH,Lenovo Thinkpad T460,2026-08,2026-08-01,2026-08-31,1450,1450,NO
INV-0268,29,Optimizing Resources Private Limited,TTSPL2936,5T3M4Y2,Dell Latitude 5400,2026-08,2026-08-01,2026-08-31,1450,1450,NO
INV-0268,29,Optimizing Resources Private Limited,TTSPL3220,39ZW8Y2,Dell Latitude 7400 (Touch Screen),2026-08,2026-08-01,2026-08-31,1450,1450,NO
INV-0268,29,Optimizing Resources Private Limited,TTSPL5186,PG02SKBZ,Lenovo Thinkpad E14 (Gen 2),2026-08,2026-08-01,2026-08-31,1699,1699,NO
INV-0268,29,Optimizing Resources Private Limited,TTSPL4686,PF31MN6B,Lenovo Thinkpad T14,2026-08,2026-08-01,2026-08-31,1699,1699,NO
INV-0275,35,ISCREENING SERVICES PRIVATE LIMITED,TTSPL4920,PC16247W,Lenovo Thinkpad T480s,2026-08,2026-08-01,2026-08-31,999,999,NO
INV-0275,35,ISCREENING SERVICES PRIVATE LIMITED,TTSPL4924,PC164BJ9,Lenovo Thinkpad T480s,2026-08,2026-08-01,2026-08-31,999,999,NO
INV-0275,35,ISCREENING SERVICES PRIVATE LIMITED,TTSPL4928,PC16248E,Lenovo Thinkpad T480s,2026-08,2026-08-01,2026-08-31,999,999,NO
INV-0275,35,ISCREENING SERVICES PRIVATE LIMITED,TTSPL4932,PC16246M,Lenovo Thinkpad T480s,2026-08,2026-08-01,2026-08-31,999,999,NO
INV-0275,35,ISCREENING SERVICES PRIVATE LIMITED,TTSPL4909,PC164BKV,Lenovo Thinkpad T480s,2026-08,2026-08-01,2026-08-31,999,999,NO
INV-0275,35,ISCREENING SERVICES PRIVATE LIMITED,TTSPL4922,PC1624A1,Lenovo Thinkpad T480s,2026-08,2026-08-01,2026-08-31,999,999,NO
INV-0287,39,SARTHHAKAI PRIVATE LIMITED,TTSPL3990,CND12403F1,HP Elitebook 1040 G8,2026-08,2026-08-01,2026-08-31,3990,3990,NO
INV-0287,39,SARTHHAKAI PRIVATE LIMITED,TTSPL5030,G60Q24675V,Apple Macbook Pro,2026-08,2026-08-01,2026-08-31,4999,4999,NO
INV-0287,39,SARTHHAKAI PRIVATE LIMITED,TTSPL1933,FVFHVC53Q05D,Apple Macbook Pro,2026-08,2026-08-01,2026-08-31,4999,4999,NO
INV-0287,39,SARTHHAKAI PRIVATE LIMITED,TTSPL3216,C97MF69W02,Apple Macbook Pro,2026-08,2026-08-01,2026-08-31,5999,5999,NO
INV-0278,45,TRIPOCLAN TRAVEL PRIVATE LIMITED,TTSPL4548,CKHL6D3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,1799,1799,NO
INV-0278,45,TRIPOCLAN TRAVEL PRIVATE LIMITED,TTSPL4563,3T6X3D3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,1500,1500,NO
INV-0278,45,TRIPOCLAN TRAVEL PRIVATE LIMITED,TTSPL4550,GDBBZH3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,1799,1799,NO
INV-0278,45,TRIPOCLAN TRAVEL PRIVATE LIMITED,TTSPL4486,1NB04D3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,1799,1799,NO
INV-0278,45,TRIPOCLAN TRAVEL PRIVATE LIMITED,TTSPL4560,HQYF0J3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,1799,1799,NO
INV-0278,45,TRIPOCLAN TRAVEL PRIVATE LIMITED,TTSPL4472,PC28308K,Lenovo Thinkpad X-13,2026-08,2026-08-01,2026-08-31,1799,1799,NO
INV-0278,45,TRIPOCLAN TRAVEL PRIVATE LIMITED,TTSPL4538,4C4G6D3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,1799,1799,NO
INV-0278,45,TRIPOCLAN TRAVEL PRIVATE LIMITED,TTSPL6618,PG02YB28,Lenovo Thinkpad E-14 Gen 2,2026-08,2026-08-01,2026-08-31,1799,1799,NO
INV-0278,45,TRIPOCLAN TRAVEL PRIVATE LIMITED,TTSPL4555,HX0B3F3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,1799,1799,NO
INV-0278,45,TRIPOCLAN TRAVEL PRIVATE LIMITED,TTSPL6005,CVXTWL3,Dell Latitude 3420,2026-08,2026-08-01,2026-08-31,1799,1799,NO
INV-0278,45,TRIPOCLAN TRAVEL PRIVATE LIMITED,TTSPL4611,2P1LNQ3,Dell Latitude 5420 (Touch Screen),2026-08,2026-08-01,2026-08-31,2799,2799,NO
INV-0278,45,TRIPOCLAN TRAVEL PRIVATE LIMITED,TTSPL6617,24RD2B3,Dell Latitude 3420,2026-08,2026-08-01,2026-08-31,1799,1799,NO
INV-0346,49,TSCX CONSULTING PRIVATE LIMITED,TTSPL3713,FVFDQVN9Q05D,Apple Macbook Pro,2026-08,2026-08-01,2026-08-31,4299,4299,NO
INV-0244,57,WedMeGood,TTSPL4861,SCNRCX03W861511,Asus TUF Gaming A15,2026-08,2026-08-01,2026-08-31,4999,4999,NO
INV-0202,60,DIGEESELL MEDIA SOLUTIONS PRIVATE LIMITED,TTSPL3634,HLMZ4Q2,Dell Latitude 7490,2026-08,2026-08-01,2026-08-31,1649,1649,NO
INV-0202,60,DIGEESELL MEDIA SOLUTIONS PRIVATE LIMITED,TTSPL6477,FH3BW93,Dell Latitude 3410,2026-08,2026-08-01,2026-08-31,1999,1999,NO
INV-0202,60,DIGEESELL MEDIA SOLUTIONS PRIVATE LIMITED,TTSPL3945,DP8GPQ2,Dell Latitude 7490,2026-08,2026-08-01,2026-08-31,1499,1499,NO
INV-0311,62,Pas Digital Pvt Ltd,TTSPL6641,H4RD2B3,Dell Latitude 3420,2026-08,2026-08-01,2026-08-31,1999,1999,NO
INV-0311,62,Pas Digital Pvt Ltd,TTSPL1743,5CD6355GC3,HP Laptop Probook 430 G3,2026-08,2026-08-01,2026-08-31,1490,1490,NO
INV-0311,62,Pas Digital Pvt Ltd,TTSPL2895,FVFFN8WUQ05F,Apple MacBook Pro M1,2026-08,2026-08-01,2026-08-31,5349,5349,NO
INV-0311,62,Pas Digital Pvt Ltd,TTSPL3850,5CG6392QN3,HP Elitebook 840 G3,2026-08,2026-08-01,2026-08-31,1490,1490,NO
INV-0311,62,Pas Digital Pvt Ltd,TTSPL4155,5CD6400VHM,HP Probook 430 G3,2026-08,2026-08-01,2026-08-31,1499,1499,NO
INV-0311,62,Pas Digital Pvt Ltd,TTSPL3178,PF2283DM,Lenovo Thinkpad T490 (Touchscreen),2026-08,2026-08-01,2026-08-31,1999,1999,NO
INV-0311,62,Pas Digital Pvt Ltd,TTSPL4232,J9B1BC3,Dell Latitude 5410,2026-08,2026-08-01,2026-08-31,2999,2999,NO
INV-0311,62,Pas Digital Pvt Ltd,TTSPL3566,PC1NVVA6,Lenovo Thinkpad X-13,2026-08,2026-08-01,2026-08-31,1699,1699,NO
INV-0311,62,Pas Digital Pvt Ltd,TTSPL3968,B57TMQ2,Dell Latitude 7490,2026-08,2026-08-01,2026-08-31,1699,1699,NO
INV-0311,62,Pas Digital Pvt Ltd,TTSPL3770,6J33ZW2,Dell Latitude 5490,2026-08,2026-08-01,2026-08-31,1699,1699,NO
INV-0311,62,Pas Digital Pvt Ltd,TTSPL4021,5NQT0Z2,Dell Latitude 7490,2026-08,2026-08-01,2026-08-31,1899,1899,NO
INV-0311,62,Pas Digital Pvt Ltd,TTSPL5295,PF1SSAK2,Lenovo Thinkpad T14,2026-08,2026-08-01,2026-08-31,1690,1690,NO
INV-0311,62,Pas Digital Pvt Ltd,TTSPL5204,PF29JJ4H,Lenovo Thinkpad T490,2026-08,2026-08-01,2026-08-31,1699,1699,NO
INV-0311,62,Pas Digital Pvt Ltd,TTSPL3411,J154ZW2,Dell Latitude 7400,2026-08,2026-08-01,2026-08-31,1599,1599,NO
INV-0300,66,ROADEXPRESS TECHNOLOGY PRIVATE LIMITED,TTSPL3851,CZZQ0X2,Dell Latitude 7290,2026-08,2026-08-01,2026-08-31,1100,1100,NO
INV-0300,66,ROADEXPRESS TECHNOLOGY PRIVATE LIMITED,TTSPL1462,5CG5073TDC,HP Elitebook 840 G1,2026-08,2026-08-01,2026-08-31,699,699,NO
INV-0300,66,ROADEXPRESS TECHNOLOGY PRIVATE LIMITED,TTSPL3154,PF1CYQPB,Lenovo Thinkpad T490 (Touchscreen),2026-08,2026-08-01,2026-08-31,1100,1100,NO
INV-0300,66,ROADEXPRESS TECHNOLOGY PRIVATE LIMITED,TTSPL5193,PF21Q19Y,Lenovo Thinkpad T490,2026-08,2026-08-01,2026-08-31,1100,1100,NO
INV-0300,66,ROADEXPRESS TECHNOLOGY PRIVATE LIMITED,TTSPL4930,PC16249P,Lenovo Thinkpad T480s,2026-08,2026-08-01,2026-08-31,1100,1100,NO
INV-0300,66,ROADEXPRESS TECHNOLOGY PRIVATE LIMITED,TTSPL5477,6NBWVZ2,Dell Latitude 3400,2026-08,2026-08-01,2026-08-31,1100,1100,NO
INV-0300,66,ROADEXPRESS TECHNOLOGY PRIVATE LIMITED,TTSPL4961,PC1GXJ1N,Lenovo Thinkpad T490s,2026-08,2026-08-01,2026-08-31,1100,1100,NO
INV-0300,66,ROADEXPRESS TECHNOLOGY PRIVATE LIMITED,TTSPL5221,PF21PRGR,Lenovo Thinkpad T490,2026-08,2026-08-01,2026-08-31,1100,1100,NO
INV-0300,66,ROADEXPRESS TECHNOLOGY PRIVATE LIMITED,TTSPL5218,PF26ZN9W,Lenovo Thinkpad T490,2026-08,2026-08-01,2026-08-31,1100,1100,NO
INV-0300,66,ROADEXPRESS TECHNOLOGY PRIVATE LIMITED,TTSPL2743,GSNT7S2,Dell Latitude 5490,2026-08,2026-08-01,2026-08-31,1100,1100,NO
INV-0300,66,ROADEXPRESS TECHNOLOGY PRIVATE LIMITED,TTSPL3109,PF1XA91Z,Lenovo Thinkpad T490 (Touchscreen),2026-08,2026-08-01,2026-08-31,1100,1100,NO
INV-0300,66,ROADEXPRESS TECHNOLOGY PRIVATE LIMITED,TTSPL5488,DP5SWZ2,Dell Latitude 3400,2026-08,2026-08-01,2026-08-31,1100,1100,NO
INV-0300,66,ROADEXPRESS TECHNOLOGY PRIVATE LIMITED,TTSPL5664,JRVNM53,Dell Latitude 5400,2026-08,2026-08-01,2026-08-31,1100,1100,NO
INV-0300,66,ROADEXPRESS TECHNOLOGY PRIVATE LIMITED,TTSPL5677,8DHQQ73,Dell Latitude 5400,2026-08,2026-08-01,2026-08-31,1100,1100,NO
INV-0300,66,ROADEXPRESS TECHNOLOGY PRIVATE LIMITED,TTSPL5046,PC1GXJ0R,Lenovo Thinkpad T490s,2026-08,2026-08-01,2026-08-31,1100,1100,NO
INV-0300,66,ROADEXPRESS TECHNOLOGY PRIVATE LIMITED,TTSPL5195,PF1C3PQ0,Lenovo Thinkpad T490,2026-08,2026-08-01,2026-08-31,1100,1100,NO
INV-0300,66,ROADEXPRESS TECHNOLOGY PRIVATE LIMITED,TTSPL3663,JMS08S2,Dell Latitude 7490,2026-08,2026-08-01,2026-08-31,1100,1100,NO
INV-0300,66,ROADEXPRESS TECHNOLOGY PRIVATE LIMITED,TTSPL5679,GFLZP13,Dell Latitude 5400,2026-08,2026-08-01,2026-08-31,1100,1100,NO
INV-0189,70,WSB PROJECTS PRIVATE LIMITED,TTSPL6231,92J0503,Dell Latitude 3410,2026-07,2026-07-09,2026-07-31,1500,1112.9,YES
INV-0189,70,WSB PROJECTS PRIVATE LIMITED,TTSPL6231,92J0503,Dell Latitude 3410,2026-08,2026-08-01,2026-08-31,1500,1500,NO
INV-0189,70,WSB PROJECTS PRIVATE LIMITED,TTSPL5706,F7ZYJG3,Dell Latitude 3420,2026-08,2026-08-01,2026-08-31,1500,1500,NO
INV-0189,70,WSB PROJECTS PRIVATE LIMITED,TTSPL6405,PG02JQ8Y,Lenovo Thinkpad E-14 Gen 2,2026-08,2026-08-01,2026-08-31,1500,1500,NO
INV-0189,70,WSB PROJECTS PRIVATE LIMITED,TTSPL3927,33CJZQ2,Dell Latitude 7490,2026-08,2026-08-01,2026-08-31,1500,1500,NO
INV-0189,70,WSB PROJECTS PRIVATE LIMITED,TTSPL4447,PF2CAZ9N,Lenovo Thinkpad L14,2026-08,2026-08-01,2026-08-31,1500,1500,NO
INV-0189,70,WSB PROJECTS PRIVATE LIMITED,TTSPL3444,BZS1F63,Dell Latitude 5310 (TOUCH SCREEN),2026-08,2026-08-01,2026-08-31,1500,1500,NO
INV-0189,70,WSB PROJECTS PRIVATE LIMITED,TTSPL5633,PF3CF0KQ,Lenovo Thinkpad E14,2026-08,2026-08-01,2026-08-31,1500,1500,NO
INV-0189,70,WSB PROJECTS PRIVATE LIMITED,TTSPL4716,PF32JC3T,Lenovo Thinkpad T14,2026-08,2026-08-01,2026-08-31,1500,1500,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL5438,HQQHWZ2,Dell Latitude 3400,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL5485,5LQYVZ2,Dell Latitude 3400,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL5202,PF21YM59,Lenovo Lenovo Thinkpad T490,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL1967,3B5QNV2,Dell Latitude 5490,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL5206,PF21YSKT,Lenovo Thinkpad T490,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL5429,3TZRWZ2,Dell Latitude 3400,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL5487,8VHB103,Dell Latitude 3400,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL5489,1D9RMW2,Dell Latitude 3400,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL5484,GCKPMW2,Dell Latitude 3400,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL5422,5Q3SWZ2,Dell Latitude 3400,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL4904,CFLLVT2,Dell Latitude 5490,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL3512,2JVX6S2,Dell Latitude 7490,2026-08,2026-08-01,2026-08-31,1900,1900,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPLGR0088,5CD9203NG3,HP Elitebook X360 1030 G3,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL5377,3K2VVZ2,Dell Latitude 3400,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL5313,90TVNT2,Dell Latitude 5300,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL5205,PF1C3MSC,Lenovo Thinkpad T490,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL1676,PF00RH14,Lenovo Laptop Thinkpad T440,2026-08,2026-08-01,2026-08-31,999,999,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL4640,3RRPBK3,Dell Latitude 5420,2026-07,2026-07-10,2026-07-31,3000,2129.03,YES
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL4640,3RRPBK3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,3000,3000,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL2174,FJN46S2,Dell Latitude 5490,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL3305,PF1LSK4P,Lenovo Thinkpad T480,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,,10W7103,Dell Latitude 3400,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL5442,1MVB103,Dell Latitude 3400,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL4050,3RY3L13,Dell Latitude 5400,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL4959,PC1GXJ1K,Lenovo Thinkpad T490s,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL5199,PC1GXG2V,Lenovo Thinkpad T490s,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL5207,PC164BFD,Lenovo Thinkpad T480s,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL4916,PC1GXG5X,Lenovo Thinkpad T490s,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL2728,37XZRQ2,Dell Latitude 7490,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL5420,BV98103,Dell Latitude 3400,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL5482,9PQHWZ2,Dell Latitude 3400,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL3366,5CD942H5FH,HP Elitebook X360 1030 G3,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL3983,13N1SN2,Dell Latitude 7490,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL3769,469YZM2,Dell Latitude 5490,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL2165,HQZWMF2,Dell Latitude 5490,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL5378,4C81KW2,Dell Latitude 3400,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL5481,9PJYVZ2,Dell Latitude 3400,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL5380,FF0C103,Dell Latitude 3400,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL3338,7ZJM1Z2,Dell Latitude 7400 (Touch Screen),2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL5432,GN5C103,Dell Latitude 3400,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL5263,PF26Y73T,Lenovo Thinkpad T490,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0242,72,PARTS AVATAR INDIA PRIVATE LIMITED,TTSPL3268,36CC2X2,Latitude 7490,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0355,76,Shreyas Management Consulting Services,TTSPL4042,5CG8472MZ0,HP Elitebook 840 G5,2026-08,2026-08-01,2026-08-31,1699,1699,NO
INV-0355,76,Shreyas Management Consulting Services,TTSPL4452,PF2ANBEL,Lenovo Thinkpad L14,2026-08,2026-08-01,2026-08-31,1899,1899,NO
INV-0355,76,Shreyas Management Consulting Services,TTSPL5219,PF1DXA7B,Lenovo Thinkpad T490,2026-08,2026-08-01,2026-08-31,1699,1699,NO
INV-0355,76,Shreyas Management Consulting Services,TTSPL5210,PC1H12GL,Lenovo Thinkpad T490s,2026-08,2026-08-01,2026-08-31,1699,1699,NO
INV-0355,76,Shreyas Management Consulting Services,TTSPL3653,28B0KR2,Dell Latitude 7490,2026-08,2026-08-01,2026-08-31,1699,1699,NO
INV-0355,76,Shreyas Management Consulting Services,TTSPL6196,PF2PSZ7N,Lenovo Thinkpad T14,2026-08,2026-08-01,2026-08-31,1899,1899,NO
INV-0355,76,Shreyas Management Consulting Services,TTSPL6202,PF244BGN,Lenovo Thinkpad T14,2026-08,2026-08-01,2026-08-31,1899,1899,NO
INV-0355,76,Shreyas Management Consulting Services,TTSPL6336,BJ6BC63,Dell Latitude 3410,2026-08,2026-08-01,2026-08-31,1899,1899,NO
INV-0355,76,Shreyas Management Consulting Services,TTSPL2443,H5HZNN2,Dell Latitude 5490,2026-08,2026-08-01,2026-08-31,1699,1699,NO
INV-0355,76,Shreyas Management Consulting Services,TTSPL2359,5CG9352CK3,HP Elitebook 840 G5,2026-08,2026-08-01,2026-08-31,1699,1699,NO
INV-0355,76,Shreyas Management Consulting Services,TTSPL6540,7S1BW93,Dell Latitude 3410,2026-08,2026-08-01,2026-08-31,1699,1699,NO
INV-0355,76,Shreyas Management Consulting Services,TTSPL3616,5CG0294MT0,HP Probook 640 G5,2026-07,2026-07-14,2026-07-31,1699,986.52,YES
INV-0355,76,Shreyas Management Consulting Services,TTSPL3616,5CG0294MT0,HP Probook 640 G5,2026-08,2026-08-01,2026-08-31,1699,1699,NO
INV-0237,79,PPG ASIAN PAINTS PRIVATE LIMITED,TTSPL2452,14F87Y2,Dell Latitude 5490,2026-08,2026-08-01,2026-08-31,1399,1399,NO
INV-0237,79,PPG ASIAN PAINTS PRIVATE LIMITED,TTSPL2103,8861NF2,Dell Latitude 5490,2026-08,2026-08-01,2026-08-31,1399,1399,NO
INV-0237,79,PPG ASIAN PAINTS PRIVATE LIMITED,TTSPL5029,1BD5NV2,Dell Latitude 5490,2026-08,2026-08-01,2026-08-31,1399,1399,NO
INV-0237,79,PPG ASIAN PAINTS PRIVATE LIMITED,TTSPL3895,DR2QHR2,Dell Latitude 7490,2026-08,2026-08-01,2026-08-31,1399,1399,NO
INV-0237,79,PPG ASIAN PAINTS PRIVATE LIMITED,TTSPL3934,DJG5HR2,Dell Latitude 7490,2026-08,2026-08-01,2026-08-31,1399,1399,NO
INV-0237,79,PPG ASIAN PAINTS PRIVATE LIMITED,TTSPL4088,1W8P563,Dell Latitude 5310,2026-08,2026-08-01,2026-08-31,1399,1399,NO
INV-0237,79,PPG ASIAN PAINTS PRIVATE LIMITED,TTSPL2411,F3CFXT2,Dell Latitude 7490,2026-08,2026-08-01,2026-08-31,1399,1399,NO
INV-0237,79,PPG ASIAN PAINTS PRIVATE LIMITED,TTSPL4066,BB326Q2,Dell Latitude 7490,2026-08,2026-08-01,2026-08-31,1399,1399,NO
INV-0237,79,PPG ASIAN PAINTS PRIVATE LIMITED,TTSPL3774,J519BC3,Dell Latitude 5410,2026-08,2026-08-01,2026-08-31,1399,1399,NO
INV-0237,79,PPG ASIAN PAINTS PRIVATE LIMITED,TTSPL3948,20XY5S2,Dell Latitude 7490,2026-08,2026-08-01,2026-08-31,1399,1399,NO
INV-0237,79,PPG ASIAN PAINTS PRIVATE LIMITED,TTSPL3263,4WQVZY2,Dell Latitude 7400 (Touch Screen),2026-08,2026-08-01,2026-08-31,1399,1399,NO
INV-0237,79,PPG ASIAN PAINTS PRIVATE LIMITED,TTSPL3454,4RGF0B3,Dell Latitude 5310 (TOUCH SCREEN),2026-08,2026-08-01,2026-08-31,1399,1399,NO
INV-0237,79,PPG ASIAN PAINTS PRIVATE LIMITED,TTSPL3509,D1B3PV2,Dell Latitude 7490,2026-08,2026-08-01,2026-08-31,1399,1399,NO
INV-0237,79,PPG ASIAN PAINTS PRIVATE LIMITED,TTSPL2133,7GQXMF2,Dell Latitude 5490,2026-08,2026-08-01,2026-08-31,1399,1399,NO
INV-0237,79,PPG ASIAN PAINTS PRIVATE LIMITED,TTSPLGR0151,1V02PQ2,Dell Latitude 7390,2026-08,2026-08-01,2026-08-31,1399,1399,NO
INV-0188,80,Rangreza Retail Services Pvt Ltd,TTSPL2582,B0LLGJ3,Dell Vostro 3500,2026-08,2026-08-01,2026-08-31,3099,3099,NO
INV-0188,80,Rangreza Retail Services Pvt Ltd,TTSPL7363,2TK2470D4F,HP ELITEBOOK 640 G9,2026-08,2026-08-01,2026-08-31,3850,3850,NO
INV-0188,80,Rangreza Retail Services Pvt Ltd,TTSPL2569,5STHGJ3,Dell Vostro 3500,2026-08,2026-08-01,2026-08-31,3099,3099,NO
INV-0188,80,Rangreza Retail Services Pvt Ltd,TTSPL1641,CNU410BPGB,HP Elitebook 840 G1,2026-08,2026-08-01,2026-08-31,899,899,NO
INV-0194,84,STEFEN ELECTRIC PRIVATE LIMIED,TTSPL5201,PF26ZKR9,Lenovo Thinkpad T490,2026-08,2026-08-01,2026-08-31,999,999,NO
