invoice_number,customer_id,customer_name,ttspl_id,serial_number,model,period,rent_start,rent_end,monthly_rate,amount,is_catchup
INV-0323,53,OEX TECH SOLUTION PVT. LTD,TTSPL4256,2FJ3FL3,Dell Latitude 5320,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0323,53,OEX TECH SOLUTION PVT. LTD,TTSPL6355,FZFC2J3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0323,53,OEX TECH SOLUTION PVT. LTD,TTSPL4287,F1F7S93,Dell Latitude 5320,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0323,53,OEX TECH SOLUTION PVT. LTD,TTSPL6960,97CB4G3,Dell Latitude 7420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0323,53,OEX TECH SOLUTION PVT. LTD,TTSPL3309,CND137BHHX,HP Elitebook 1040 G8,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0323,53,OEX TECH SOLUTION PVT. LTD,TTSPL4860,51HBBK3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0323,53,OEX TECH SOLUTION PVT. LTD,TTSPL3493,311C2J3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0323,53,OEX TECH SOLUTION PVT. LTD,TTSPL3098,826BYY2,Dell Latitude 7400 (Touch Screen),2026-08,2026-08-01,2026-08-31,2499,2499,NO
INV-0323,53,OEX TECH SOLUTION PVT. LTD,TTSPL3423,9ZVT7Y2,Dell Latitude 7490,2026-08,2026-08-01,2026-08-31,1999,1999,NO
INV-0323,53,OEX TECH SOLUTION PVT. LTD,TTSPL6358,H086HK3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0323,53,OEX TECH SOLUTION PVT. LTD,TTSPL6524,DXNXVM3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0323,53,OEX TECH SOLUTION PVT. LTD,TTSPL7338,2TK24906P6,HP ELITEBOOK 640 G9,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0323,53,OEX TECH SOLUTION PVT. LTD,TTSPL6893,53L10F3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0323,53,OEX TECH SOLUTION PVT. LTD,TTSPL4833,D67F1J3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0323,53,OEX TECH SOLUTION PVT. LTD,TTSPL4492,8STL3F3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,1999,1999,NO
INV-0323,53,OEX TECH SOLUTION PVT. LTD,TTSPL3221,HCMFN13,Dell Latitude 7400 (Touch Screen),2026-08,2026-08-01,2026-08-31,2499,2499,NO
INV-0323,53,OEX TECH SOLUTION PVT. LTD,TTSPL3155,4YR6N13,Dell Latitude 7400,2026-08,2026-08-01,2026-08-31,2499,2499,NO
INV-0323,53,OEX TECH SOLUTION PVT. LTD,TTSPL3131,B5F8N13,Dell Latitude 7400,2026-08,2026-08-01,2026-08-31,2499,2499,NO
INV-0323,53,OEX TECH SOLUTION PVT. LTD,TTSPL4846,FJ560J3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0323,53,OEX TECH SOLUTION PVT. LTD,TTSPL6350,J2PXVM3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0323,53,OEX TECH SOLUTION PVT. LTD,TTSPL4613,95VB4M3,Dell Latitude 5420 (Touch Screen),2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0323,53,OEX TECH SOLUTION PVT. LTD,TTSPL4525,24ZB6G3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0323,53,OEX TECH SOLUTION PVT. LTD,TTSPL3162,HDK6N13,Dell Latitude 7400 (Touch Screen),2026-08,2026-08-01,2026-08-31,2499,2499,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL3548,PC1S0LG4,Lenovo Thinkpad X-13,2026-08,2026-08-01,2026-08-31,2374,2374,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL6526,1N114602Q7,HP Elitebook 840 G8,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL3203,CC08N13,Dell Latitude 7400,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL4576,LV6XRLYXHL,Apple Macbook Air,2026-08,2026-08-01,2026-08-31,6474,6474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL5073,D06P71LPYC,Apple Macbook Air,2026-08,2026-08-01,2026-08-31,6474,6474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL5075,J6PW4MT6JX,Apple Macbook Air,2026-08,2026-08-01,2026-08-31,6474,6474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL2775,J4XPVYKG99,Apple Macbook Pro,2026-08,2026-08-01,2026-08-31,7474,7474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL5135,5CD211D3SP,HP Probook 440 G8,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL5294,PF1T7VCP,Lenovo Thinkpad T14,2026-08,2026-08-01,2026-08-31,1975,1975,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL5296,PF0UUK12,Lenovo Thinkpad T14,2026-08,2026-08-01,2026-08-31,1975,1975,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL5117,PG04GTGF,Lenovo V14 (Gen 3),2026-08,2026-08-01,2026-08-31,2574,2574,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL5076,M0VMJ63CF7,Apple Macbook Air,2026-08,2026-08-01,2026-08-31,6474,6474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL6881,5CG2417TG1,HP Elitebook 840 G8,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL5132,5CD211D3ZJ,HP Probook 440 G8,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL5134,5CD211D3L3,HP Probook 440 G8,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL2890,FVFH825DQ05N,Apple Macbook Pro,2026-08,2026-08-01,2026-08-31,4999,4999,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL5524,L966541TVV,Apple Macbook Air,2026-08,2026-08-01,2026-08-31,6474,6474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL4863,CPV6XVFL95,Apple Macbook Air,2026-08,2026-08-01,2026-08-31,6474,6474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL5526,H1JNYKQ930,Apple Macbook Air,2026-08,2026-08-01,2026-08-31,6474,6474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL4415,PF262Z81,Lenovo Thinkpad T490,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL5514,5CD44060TR,HP Probook 440 G10,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL5080,J5H20WT797,Apple Macbook Air,2026-08,2026-08-01,2026-08-31,6474,6474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL4401,PF2AVEQB,Lenovo Thinkpad T490,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL5638,PF3CPF5X,Lenovo Thinkpad E14,2026-08,2026-08-01,2026-08-31,2374,2374,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL5843,CC64NL0299,Apple Macbook Air,2026-08,2026-08-01,2026-08-31,6474,6474,NO
INV-0240,48,Pibit Technologies Private Limited,,2TK2460CY4,HP ELITEBOOK 640 G9,2026-08,2026-08-01,2026-08-31,716.94,716.94,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL7361,2TK24903V7,HP ELITEBOOK 640 G9,2026-08,2026-08-01,2026-08-31,3999,3999,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL3412,9Z44ZW2,Dell Latitude 7400,2026-08,2026-08-01,2026-08-31,1974,1974,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL2886,FVFFC0X6Q05D,Apple Macbook Pro,2026-08,2026-08-01,2026-08-31,5074,5074,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL3084,QCXM1403DK,Apple Macbook Pro,2026-08,2026-08-01,2026-08-31,6474,6474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL5225,HY7TCPY3MF,Apple Macbook Air,2026-08,2026-08-01,2026-08-31,5474,5474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL5453,JP6VT06MKT,Apple Macbook Pro,2026-08,2026-08-01,2026-08-31,9474,9474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL3701,PF29QTVQ,Lenovo Thinkpad L14,2026-08,2026-08-01,2026-08-31,2374,2374,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL6252,CFBB2J3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL5532,L59N37RQGH,Apple Macbook Air,2026-08,2026-08-01,2026-08-31,6474,6474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL7288,2TK245010Z,HP ELITEBOOK 640 G9,2026-08,2026-08-01,2026-08-31,3675,3675,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL7359,2TK2470F0K,HP ELITEBOOK 640 G9,2026-08,2026-08-01,2026-08-31,4999,4999,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL7360,2TK2470DTH,HP ELITEBOOK 640 G9,2026-08,2026-08-01,2026-08-31,4999,4999,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL2632,FVFFXU6AQ05D,Apple Macbook Pro,2026-08,2026-08-01,2026-08-31,5165,5165,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL3535,PC1M8P36,Lenovo Thinkpad X-13,2026-08,2026-08-01,2026-08-31,1974,1974,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL3818,FVFGW4JRQ05D,Apple Macbook Pro,2026-08,2026-08-01,2026-08-31,4974,4974,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL4070,6HVBZY2,Dell Latitude 5400,2026-08,2026-08-01,2026-08-31,2075,2075,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL4074,B5XP963,Dell Latitude 5310,2026-08,2026-08-01,2026-08-31,2075,2075,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL4170,4ZZP963,Dell Latitude 5310,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL4570,LHXK2VQG46,Apple Macbook Air,2026-08,2026-08-01,2026-08-31,6474,6474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL4573,K12CYDY94V,Apple Macbook Air,2026-08,2026-08-01,2026-08-31,6474,6474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL4340,PF2R2QNZ,Lenovo Thinkpad T14,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL4568,GGWH2F39MX,Apple Macbook Air,2026-08,2026-08-01,2026-08-31,6474,6474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL4571,KGX49N9K4J,Apple Macbook Air,2026-08,2026-08-01,2026-08-31,6474,6474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL4832,HZ8XZH3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL4775,6PTVZH3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL5078,J9XWMKF04D,Apple Macbook Air,2026-08,2026-08-01,2026-08-31,6474,6474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL5139,5CD211D3P3,HP Probook 440 G8,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL1839,C02GCJYUQ6L4,Apple Macbook Air,2026-08,2026-08-01,2026-08-31,5074,5074,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL4623,BQ3F4M3,Dell Latitude 5420 (Touch Screen),2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL4290,191WKG3,Dell Latitude 5320,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL5503,M02WC9K99V,Apple Macbook Air,2026-08,2026-08-01,2026-08-31,5474,5474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL4864,L94YXXNW91,Apple Macbook Air,2026-08,2026-08-01,2026-08-31,6474,6474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL5256,NO S/N,Notebook Computer AP56,2026-08,2026-08-01,2026-08-31,2999,2999,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL5085,R913KQ5N,Lenovo Thinkpad L13 Yoga Gen 2,2026-08,2026-08-01,2026-08-31,2374,2374,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL4724,PF31NJB6,Lenovo Thinkpad T14,2026-08,2026-08-01,2026-08-31,2374,2374,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL5074,JTV94P1615,Apple Macbook Air,2026-08,2026-08-01,2026-08-31,6474,6474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL5507,5CD4438VRB,HP Probook 450 G10,2026-08,2026-08-01,2026-08-31,3874,3874,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL5511,5CD4407S9B,HP Probook 450 G10,2026-08,2026-08-01,2026-08-31,3874,3874,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL5077,MP7MLV9Y29,Apple Macbook Air,2026-08,2026-08-01,2026-08-31,6474,6474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL4327,PF2R3G5S,Lenovo Thinkpad T14,2026-08,2026-08-01,2026-08-31,3675,3675,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL4802,1ZCYZH3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL5081,LYV9NK9HVX,Apple Macbook Air,2026-08,2026-08-01,2026-08-31,6474,6474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL5626,PF31DZRS,Lenovo Thinkpad E14,2026-08,2026-08-01,2026-08-31,2374,2374,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL5307,C02FCRYRQ6L4,Apple Macbook Air,2026-08,2026-08-01,2026-08-31,4475,4475,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL6013,GCR2KXT2YX,Apple Macbook Air,2026-08,2026-08-01,2026-08-31,6474,6474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL5999,J4LHGJVHGT,Apple Macbook Air,2026-08,2026-08-01,2026-08-31,6474,6474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL5306,C02FCRVMQ6L4,Apple Macbook Air,2026-08,2026-08-01,2026-08-31,4475,4475,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL5475,C02FCS9FQ6L4,Apple Macbook Air,2026-08,2026-08-01,2026-08-31,4475,4475,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL5137,5CD211D3YC,HP Probook 440 G8,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL6443,5CD13757F1,HP Probook 440 G8,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL6510,FVFGVMMAQ05D,Apple Macbook Pro,2026-08,2026-08-01,2026-08-31,6974,6974,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL6014,K095FWMH70,Apple Macbook Air,2026-08,2026-08-01,2026-08-31,6474,6474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL6528,FVFKXQT21WFV,Apple Macbook Pro,2026-08,2026-08-01,2026-08-31,6974,6974,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL6017,J7RXVV3012,Apple Macbook Air,2026-08,2026-08-01,2026-08-31,6474,6474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL4336,PF2R3G6J,Lenovo Thinkpad T14,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL6681,5CG211BJ8P,HP Probook 840 G8,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL6685,5CG211BCT7,HP Probook 840 G8,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL6687,5CG211BJ8K,HP Probook 840 G8,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL3103,XJ3642T3VJ,Apple Macbook Pro,2026-08,2026-08-01,2026-08-31,4974,4974,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL6682,5CG21227ZD,HP Probook 840 G8,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL6791,D6VL94P1WN,Apple Macbook Air,2026-08,2026-08-01,2026-08-31,6474,6474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL6871,5CG2089ZSF,HP Elitebook 840 G8,2026-08,2026-08-01,2026-08-31,3474,3474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL6864,5CG2400FDR,HP Elitebook 840 G8,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL6868,5CG202870G,HP Elitebook 840 G8,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL6680,5CG2121YWL,HP Probook 840 G8,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL6876,5CG20285KJ,HP Elitebook 840 G8,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL6886,5CG313029M,HP Elitebook 840 G8,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL6878,5CG2140WM8,HP Elitebook 840 G8,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL6889,5CG213CVFM,HP Elitebook 840 G8,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL6820,L7KGHV662G,Apple MACBOOK AIR,2026-08,2026-08-01,2026-08-31,6474,6474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL6958,DXN72J3,Dell Latitude 7420,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL6963,9M3M6G3,Dell Latitude 7420,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL6983,5CG2145F7B,HP Elitebook 840 G8,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL6986,5CG21383G2,HP Elitebook 840 G8,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL6954,43PF4G3,Dell Latitude 7420,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL4572,LK7P9QRL7V,Apple MACBOOK AIR,2026-08,2026-08-01,2026-08-31,6474,6474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL7009,5CG2139M7F,HP Elitebook 840 G8,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL7286,2TK25008GH,HP ELITEBOOK 640 G9,2026-08,2026-08-01,2026-08-31,3175,3175,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL6990,5CG2074VBK,HP Elitebook 840 G8,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL6994,5CG3022JCM,HP Elitebook 840 G8,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL6997,5CG2028BP9,HP Elitebook 840 G8,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL7006,5CG1404SQ6,HP Elitebook 840 G8,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL6944,HQ9PY7L2MC,Apple MacBook Air,2026-08,2026-08-01,2026-08-31,6474,6474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL5997,C47LWRD4TC,Apple Macbook Air,2026-08,2026-08-01,2026-08-31,6474,6474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL6555,MY6JJRXW4J,Apple Macbook Air,2026-08,2026-08-01,2026-08-31,6474,6474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL7025,5CG2153H98,HP Elitebook 830 G8,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL6873,5CG1404SZL,HP Elitebook 840 G8,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL7035,5CG1412PLN,HP Elitebook 830 G8,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL5196,MQ1Y00P9GK,Apple Macbook Air,2026-08,2026-08-01,2026-08-31,6474,6474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL7040,5CG14661KN,HP Elitebook 830 G8,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL6015,JGVQ7DXRHK,Apple Macbook Air,2026-08,2026-08-01,2026-08-31,6474,6474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL7033,5CG1417NKF,HP Elitebook 830 G8,2026-08,2026-08-01,2026-08-31,3474,3474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL7023,5CG1417NKL,HP Elitebook 830 G8,2026-08,2026-08-01,2026-08-31,3474,3474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL4887,C6T52QKWYQ,Apple Macbook Air,2026-08,2026-08-01,2026-08-31,6474,6474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL3471,4CPZ2J3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,3474,3474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL4610,4BY24M3,Dell Latitude 5420 (Touch Screen),2026-08,2026-08-01,2026-08-31,3474,3474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL6892,F3Z31F3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,3474,3474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL4214,27TD1F3,Dell Latitude 7310,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL4328,PF2R1Q7H,Lenovo Thinkpad T14,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL4510,DTXG6J3,Dell Latitude 5420 (Touch Screen),2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL5374,HKH3CG92VH,Apple Macbook Pro,2026-08,2026-08-01,2026-08-31,9474,9474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL4888,K60W9439G6,Apple Macbook Pro,2026-08,2026-08-01,2026-08-31,9474,9474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL3319,G7134WFH4P,Apple Macbook Pro,2026-08,2026-08-01,2026-08-31,6474,6474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL5450,FQ43VCQN7X,Apple Macbook Pro,2026-08,2026-08-01,2026-08-31,9474,9474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL6995,5CG14057NN,HP Elitebook 840 G8,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL7285,2TK2440GRF,HP ELITEBOOK 640 G9,2026-08,2026-08-01,2026-08-31,3175,3175,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL7346,2TK2460D40,HP ELITEBOOK 640 G9,2026-08,2026-08-01,2026-08-31,3175,3175,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL6554,G79GY67J60,Apple Macbook Air,2026-08,2026-08-01,2026-08-31,6474,6474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL4425,K7593PK7C7,Apple Macbook Air,2026-08,2026-08-01,2026-08-31,6474,6474,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL7358,2TK2500BRH,HP ELITEBOOK 640 G9,2026-08,2026-08-01,2026-08-31,3999,3999,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL7365,2TK2450FMX,HP ELITEBOOK 640 G9,2026-08,2026-08-01,2026-08-31,3999,3999,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL7340,2TK2450398,HP ELITEBOOK 640 G9,2026-08,2026-08-01,2026-08-31,2999,2999,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL7352,2TK249072K,HP ELITEBOOK 640 G9,2026-08,2026-08-01,2026-08-31,2999,2999,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL7344,2TK2450DVX,HP ELITEBOOK 640 G9,2026-08,2026-08-01,2026-08-31,3174,3174,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL2371,J59NMW3Q65,Apple Macbook Pro,2026-08,2026-08-01,2026-08-31,8565,8565,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL2263,FVFGW7S1Q05D,Apple Macbook Pro,2026-08,2026-08-01,2026-08-31,6365,6365,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL7463,83TX8Y3,Latitude 7440,2026-08,2026-08-01,2026-08-31,3900,3900,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL7492,4T4WVW3,Latitude 7440,2026-08,2026-08-01,2026-08-31,3900,3900,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL7461,FM4PSV3,Latitude 7440,2026-08,2026-08-01,2026-08-31,3900,3900,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL7542,2TK4420RW3,HP EliteBook 640 14 inch G11 Notebook PC,2026-07,2026-07-28,2026-07-31,4200,541.94,YES
INV-0240,48,Pibit Technologies Private Limited,TTSPL7542,2TK4420RW3,HP EliteBook 640 14 inch G11 Notebook PC,2026-08,2026-08-01,2026-08-31,4200,4200,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL2617,FVFGW75EQ05D,Apple Macbook Pro,2026-07,2026-07-13,2026-07-31,5074,3109.87,YES
INV-0240,48,Pibit Technologies Private Limited,TTSPL2617,FVFGW75EQ05D,Apple Macbook Pro,2026-08,2026-08-01,2026-08-31,5074,5074,NO
INV-0240,48,Pibit Technologies Private Limited,TTSPL7550,2MQ44913Q2,HP EliteBook 640 14 inch G11 Notebook PC,2026-07,2026-07-28,2026-07-31,4200,541.94,YES
