issue_type,serial_id,ttspl_id,serial_number,customer_id,customer_name,inventory_status,brand,model,rent_monthly_rate,rent_start_date,serial_delivered_at_ist,matched_dc_number,matched_dc_delivered_at_ist,best_delivery_date,days_rent_start_minus_delivery,suggested_rent_start,why,billing_impact,current_dc_number
RENT_START_VS_DELIVERY_MISMATCH,1601,TTSPLGR0151,1V02PQ2,79,PPG ASIAN PAINTS PRIVATE LIMITED,rented,Dell,Dell Latitude 7390,1399.00,2026-02-06,2026-07-01,DC-002144,2026-07-01,2026-07-01,-145,2026-07-01,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at,CRM bills from earlier date (2026-02-06); overbills 145 day(s) vs delivery 2026-07-01,DC-002144
RENT_START_VS_DELIVERY_MISMATCH,1597,TTSPL2103,8861NF2,79,PPG ASIAN PAINTS PRIVATE LIMITED,rented,Dell,Dell Latitude 5490,1399.00,2026-02-06,2026-07-01,DC-002140,2026-07-01,2026-07-01,-145,2026-07-01,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at,CRM bills from earlier date (2026-02-06); overbills 145 day(s) vs delivery 2026-07-01,DC-002140
RENT_START_VS_DELIVERY_MISMATCH,1607,TTSPL4088,1W8P563,79,PPG ASIAN PAINTS PRIVATE LIMITED,rented,Dell,Dell Latitude 5310,1399.00,2026-02-06,2026-07-01,DC-002152,2026-07-01,2026-07-01,-145,2026-07-01,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at,CRM bills from earlier date (2026-02-06); overbills 145 day(s) vs delivery 2026-07-01,DC-002152
RENT_START_VS_DELIVERY_MISMATCH,1608,TTSPL3774,J519BC3,79,PPG ASIAN PAINTS PRIVATE LIMITED,rented,Dell,Dell Latitude 5410,1399.00,2026-02-06,2026-07-01,DC-002153,2026-07-01,2026-07-01,-145,2026-07-01,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at,CRM bills from earlier date (2026-02-06); overbills 145 day(s) vs delivery 2026-07-01,DC-002153
RENT_START_VS_DELIVERY_MISMATCH,1600,TTSPL2411,F3CFXT2,79,PPG ASIAN PAINTS PRIVATE LIMITED,rented,Dell,Dell Latitude 7490,1399.00,2026-02-06,2026-07-01,DC-002143,2026-07-01,2026-07-01,-145,2026-07-01,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at,CRM bills from earlier date (2026-02-06); overbills 145 day(s) vs delivery 2026-07-01,DC-002143
RENT_START_VS_DELIVERY_MISMATCH,1596,TTSPL4066,BB326Q2,79,PPG ASIAN PAINTS PRIVATE LIMITED,rented,Dell,Dell Latitude 7490,1399.00,2026-02-06,2026-07-01,DC-002139,2026-07-01,2026-07-01,-145,2026-07-01,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at,CRM bills from earlier date (2026-02-06); overbills 145 day(s) vs delivery 2026-07-01,DC-002139
RENT_START_VS_DELIVERY_MISMATCH,3571,TTSPL6964,D9XR0T3,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,rented,Dell,Dell Latitude 7420,2699.00,2026-06-24,2026-07-18,DC-002937,2026-02-19,2026-02-19,125,2026-02-19,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at|dc_delivered_and_serial_delivered_disagree,CRM bills from later date (2026-06-24); underbills 125 day(s) vs delivery 2026-02-19,
RENT_START_VS_DELIVERY_MISMATCH,120,TTSPL4073,42S8C63,203,CDBASE SOLUTIONS INDIA PRIVATE LIMITED,rented,Dell,Dell Latitude 5310,2099.00,2026-03-16,2026-07-18,,,2026-07-18,-124,2026-07-18,rent_start_differs_from_serial_delivered_at,CRM bills from earlier date (2026-03-16); overbills 124 day(s) vs delivery 2026-07-18,DC-003316
RENT_START_VS_DELIVERY_MISMATCH,899,TTSPL4754,FWQWZH3,913,LEARNINGPAD EDUCATION SOLUTIONS PRIVATE LIMITED,rented,Dell,Dell Latitude 5420,2399.00,2026-03-27,2026-07-18,,,2026-07-18,-113,2026-07-18,rent_start_differs_from_serial_delivered_at,CRM bills from earlier date (2026-03-27); overbills 113 day(s) vs delivery 2026-07-18,DC-003404
RENT_START_VS_DELIVERY_MISMATCH,375,TTSPL4516,8GXNBK3,913,LEARNINGPAD EDUCATION SOLUTIONS PRIVATE LIMITED,rented,Dell,Dell Latitude 5420 (Touch Screen),2399.00,2026-03-28,2026-07-18,,,2026-07-18,-112,2026-07-18,rent_start_differs_from_serial_delivered_at,CRM bills from earlier date (2026-03-28); overbills 112 day(s) vs delivery 2026-07-18,DC-003402
RENT_START_VS_DELIVERY_MISMATCH,3216,TTSPL6857,PG02X910,203,CDBASE SOLUTIONS INDIA PRIVATE LIMITED,rented,Dell,Lenovo Thinkpad L14,2099.00,2026-03-28,2026-07-18,,,2026-07-18,-112,2026-07-18,rent_start_differs_from_serial_delivered_at,CRM bills from earlier date (2026-03-28); overbills 112 day(s) vs delivery 2026-07-18,DC-003412
RENT_START_VS_DELIVERY_MISMATCH,3227,TTSPL3576,PC1S0L7J,921,Max LT Technologies,rented,Dell,Lenovo Thinkpad X-13,1999.00,2026-04-11,2026-07-18,,,2026-07-18,-98,2026-07-18,rent_start_differs_from_serial_delivered_at,CRM bills from earlier date (2026-04-11); overbills 98 day(s) vs delivery 2026-07-18,DC-003634
RENT_START_VS_DELIVERY_MISMATCH,3736,TTSPL2452,14F87Y2,79,PPG ASIAN PAINTS PRIVATE LIMITED,rented,Dell,Dell Latitude 5490,1399.00,2026-03-28,2026-07-01,DC-003414,2026-07-01,2026-07-01,-95,2026-07-01,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at,CRM bills from earlier date (2026-03-28); overbills 95 day(s) vs delivery 2026-07-01,DC-003414
RENT_START_VS_DELIVERY_MISMATCH,1928,TTSPL5236,PF3D20BN,203,CDBASE SOLUTIONS INDIA PRIVATE LIMITED,rented,Dell,Lenovo Thinkpad E14 (Gen 2),2099.00,2026-05-13,2026-07-18,,,2026-07-18,-66,2026-07-18,rent_start_differs_from_serial_delivered_at,CRM bills from earlier date (2026-05-13); overbills 66 day(s) vs delivery 2026-07-18,DC-003885
RENT_START_VS_DELIVERY_MISMATCH,3721,TTSPL3948,20XY5S2,79,PPG ASIAN PAINTS PRIVATE LIMITED,rented,Dell,Dell Latitude 7490,1399.00,2026-04-29,2026-07-01,DC-003822,2026-07-01,2026-07-01,-63,2026-07-01,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at,CRM bills from earlier date (2026-04-29); overbills 63 day(s) vs delivery 2026-07-01,DC-003822
RENT_START_VS_DELIVERY_MISMATCH,223,TTSPL5928,PG0343FX,48,Pibit Technologies Private Limited,rented,Dell,Lenovo Thinkpad E14,2374.00,2026-03-21,2026-03-21,DC-000306,2026-02-06,2026-02-06,43,2026-02-06,rent_start_differs_from_dc_delivered_at|dc_delivered_and_serial_delivered_disagree,CRM bills from later date (2026-03-21); underbills 43 day(s) vs delivery 2026-02-06,DC-003342
RENT_START_VS_DELIVERY_MISMATCH,2387,TTSPL6676,3T2FL13,143,BRAINBOX NETWORK,rented,Dell,Dell Latitude 5400,1750.00,2026-03-27,2026-07-17,DC-003829,2026-04-29,2026-04-29,-33,2026-04-29,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at|dc_delivered_and_serial_delivered_disagree,CRM bills from earlier date (2026-03-27); overbills 33 day(s) vs delivery 2026-04-29,DC-003447
RENT_START_VS_DELIVERY_MISMATCH,2447,TTSPL6672,5GLZP13,138,Clanify Media Private Limited,rented,Dell,Dell Latitude 5400,1200.00,2026-03-27,2026-07-18,DC-003834,2026-04-29,2026-04-29,-33,2026-04-29,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at|dc_delivered_and_serial_delivered_disagree,CRM bills from earlier date (2026-03-27); overbills 33 day(s) vs delivery 2026-04-29,DC-003447
RENT_START_VS_DELIVERY_MISMATCH,3391,TTSPL6080,CSSS103,207,CARRUM MOBILITY SOLUTIONS PRIVATE LIMITED,rented,Dell,Dell Latitude 3410,1349.00,2026-03-21,2026-07-18,DC-003125,2026-02-27,2026-02-27,22,2026-02-27,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at|dc_delivered_and_serial_delivered_disagree,CRM bills from later date (2026-03-21); underbills 22 day(s) vs delivery 2026-02-27,DC-003389
RENT_START_VS_DELIVERY_MISMATCH,3555,TTSPL6948,F736LCD6JY,152,Dotnova Aitech Private Limited,rented,Apple,Apple MacBook Pro,9400.00,2026-02-19,2026-02-19,DC-002921,2026-03-11,2026-03-11,-20,2026-03-11,rent_start_differs_from_dc_delivered_at|dc_delivered_and_serial_delivered_disagree,CRM bills from earlier date (2026-02-19); overbills 20 day(s) vs delivery 2026-03-11,DC-002921
RENT_START_VS_DELIVERY_MISMATCH,3842,TTSPL7183,R913GZF5,135,AKSUM TRADEMART PRIVATE LIMITED,rented,Lenovo,Lenovo Lenovo Thinkpad L13,1700.00,2026-07-23,2026-07-03,DC/26-27/0949,2026-07-03,2026-07-03,20,2026-07-03,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at,CRM bills from later date (2026-07-23); underbills 20 day(s) vs delivery 2026-07-03,DC/26-27/0949
RENT_START_VS_DELIVERY_MISMATCH,293,TTSPL4386,PC282ZS4,185,DROR SERVICES PRIVATE LIMITED,rented,Dell,Lenovo Thinkpad X-13,1999.00,2026-06-29,,DC/26-27/0780,2026-07-07,2026-07-07,-8,2026-07-07,rent_start_differs_from_dc_delivered_at,CRM bills from earlier date (2026-06-29); overbills 8 day(s) vs delivery 2026-07-07,DC/26-27/0780
RENT_START_VS_DELIVERY_MISMATCH,3897,TTSPL7238,R913GZHH,185,DROR SERVICES PRIVATE LIMITED,rented,Lenovo,Thinkpad L13,1999.00,2026-06-29,,DC/26-27/0780,2026-07-07,2026-07-07,-8,2026-07-07,rent_start_differs_from_dc_delivered_at,CRM bills from earlier date (2026-06-29); overbills 8 day(s) vs delivery 2026-07-07,DC/26-27/0780
RENT_START_VS_DELIVERY_MISMATCH,1487,TTSPL6763,7S97XD3,120,ANTINO LABS PRIVATE LIMITED,rented,Dell,Latitude 7420,2800.00,2026-07-21,2026-07-29,DC/26-27/0915,2026-07-29,2026-07-29,-8,2026-07-29,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at,CRM bills from earlier date (2026-07-21); overbills 8 day(s) vs delivery 2026-07-29,DC/26-27/0915
RENT_START_VS_DELIVERY_MISMATCH,2090,TTSPL3329,GP71CWC7QR,64,RAK Fitness Consumer Private Limited,rented,Dell,Apple Macbook Pro,7499.00,2026-06-30,2026-07-07,DC/26-27/0788,2026-07-07,2026-07-07,-7,2026-07-07,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at,CRM bills from earlier date (2026-06-30); overbills 7 day(s) vs delivery 2026-07-07,DC/26-27/0788
RENT_START_VS_DELIVERY_MISMATCH,1336,TTSPL4380,PC28HPYZ,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,rented,Dell,Lenovo Thinkpad X-13,1899.00,2026-06-30,2026-07-18,DC/26-27/0779,2026-07-07,2026-07-07,-7,2026-07-07,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at|dc_delivered_and_serial_delivered_disagree,CRM bills from earlier date (2026-06-30); overbills 7 day(s) vs delivery 2026-07-07,DC/26-27/0779
RENT_START_VS_DELIVERY_MISMATCH,2494,TTSPL6299,7N2K2J3,101,ASCENT RISK & RESILIENCE SOFTWARE PRIVATE LIMITED,rented,Dell,Dell Latitude 5420,3500.00,2026-07-01,2026-07-02,DC/26-27/0798,2026-07-07,2026-07-07,-6,2026-07-07,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at|dc_delivered_and_serial_delivered_disagree,CRM bills from earlier date (2026-07-01); overbills 6 day(s) vs delivery 2026-07-07,DC/26-27/0798
RENT_START_VS_DELIVERY_MISMATCH,569,TTSPL4769,8W8XZH3,101,ASCENT RISK & RESILIENCE SOFTWARE PRIVATE LIMITED,rented,Dell,Dell Latitude 5420,3500.00,2026-07-02,2026-07-02,DC/26-27/0798,2026-07-07,2026-07-07,-5,2026-07-07,rent_start_differs_from_dc_delivered_at|dc_delivered_and_serial_delivered_disagree,CRM bills from earlier date (2026-07-02); overbills 5 day(s) vs delivery 2026-07-07,DC/26-27/0798
RENT_START_VS_DELIVERY_MISMATCH,3272,TTSPL4825,JGGXZH3,101,ASCENT RISK & RESILIENCE SOFTWARE PRIVATE LIMITED,rented,Dell,Dell Latitude 5420,3500.00,2026-07-02,2026-07-02,DC/26-27/0798,2026-07-07,2026-07-07,-5,2026-07-07,rent_start_differs_from_dc_delivered_at|dc_delivered_and_serial_delivered_disagree,CRM bills from earlier date (2026-07-02); overbills 5 day(s) vs delivery 2026-07-07,DC/26-27/0798
RENT_START_VS_DELIVERY_MISMATCH,1963,TTSPL6811,J7QB043,101,ASCENT RISK & RESILIENCE SOFTWARE PRIVATE LIMITED,rented,Dell,Dell Latitude 5420,3500.00,2026-07-02,2026-07-02,DC/26-27/0809,2026-07-07,2026-07-07,-5,2026-07-07,rent_start_differs_from_dc_delivered_at|dc_delivered_and_serial_delivered_disagree,CRM bills from earlier date (2026-07-02); overbills 5 day(s) vs delivery 2026-07-07,DC/26-27/0809
RENT_START_VS_DELIVERY_MISMATCH,1648,TTSPL6842,5CG213208R,113,CERTIFICATION EDUCATION PROVIDERS PRIVATE LIMITED,rented,HP,Elitebook 840 G8,1599.00,2026-07-30,2026-07-26,DC/26-27/0952,2026-07-26,2026-07-26,4,2026-07-26,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at,CRM bills from later date (2026-07-30); underbills 4 day(s) vs delivery 2026-07-26,DC/26-27/0952
RENT_START_VS_DELIVERY_MISMATCH,3879,TTSPL7220,R913GZCM,270,EVENTIVE COMMUNICATIONS LLP,rented,Lenovo,Lenovo Thinkpad L13,1799.00,2026-07-03,2026-07-07,DC/26-27/0789,2026-07-07,2026-07-07,-4,2026-07-07,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at,CRM bills from earlier date (2026-07-03); overbills 4 day(s) vs delivery 2026-07-07,DC/26-27/0789
RENT_START_VS_DELIVERY_MISMATCH,3808,TTSPL7149,R913GZ41,270,EVENTIVE COMMUNICATIONS LLP,rented,Lenovo,Lenovo Thinkpad L13,1799.00,2026-07-03,2026-07-07,DC/26-27/0789,2026-07-07,2026-07-07,-4,2026-07-07,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at,CRM bills from earlier date (2026-07-03); overbills 4 day(s) vs delivery 2026-07-07,DC/26-27/0789
RENT_START_VS_DELIVERY_MISMATCH,1105,TTSPL4632,6CG08C3,113,CERTIFICATION EDUCATION PROVIDERS PRIVATE LIMITED,rented,Dell,Latitude 5420 (Touch Screen),1999.00,2026-07-30,2026-07-26,DC/26-27/0950,2026-07-26,2026-07-26,4,2026-07-26,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at,CRM bills from later date (2026-07-30); underbills 4 day(s) vs delivery 2026-07-26,DC/26-27/0950
RENT_START_VS_DELIVERY_MISMATCH,4090,TTSPLGR0165,1SCY0B3,26,Mercury Solutions Limited,rented,Dell,Dell Latitude 5310,1699.00,2026-07-03,2026-07-07,DC/26-27/0787,2026-07-07,2026-07-07,-4,2026-07-07,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at,CRM bills from earlier date (2026-07-03); overbills 4 day(s) vs delivery 2026-07-07,DC/26-27/0787
RENT_START_VS_DELIVERY_MISMATCH,3643,TTSPL7021,5CG4052X0X,41,SLEEP MANAGEMENT PRIVATE LIMITED(New),rented,HP,HP Elitebook 840 G10,4500.00,2026-07-10,2026-07-07,DC/26-27/0846,2026-07-07,2026-07-07,3,2026-07-07,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at,CRM bills from later date (2026-07-10); underbills 3 day(s) vs delivery 2026-07-07,DC/26-27/0846
RENT_START_VS_DELIVERY_MISMATCH,2086,TTSPL2741,YGQHPGDH64,968,MANTARAV PRIVATE LIMITED,rented,Apple,Macbook Pro,5399.00,2026-07-21,2026-07-24,DC/26-27/0929,2026-07-24,2026-07-24,-3,2026-07-24,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at,CRM bills from earlier date (2026-07-21); overbills 3 day(s) vs delivery 2026-07-24,DC/26-27/0929
RENT_START_VS_DELIVERY_MISMATCH,1293,TTSPL3237,5CD9468ZHF,79,PPG ASIAN PAINTS PRIVATE LIMITED,rented,HP,HP Elitebook X360 1030 G4,1399.00,2026-07-30,2026-07-27,DC/26-27/0964,2026-07-27,2026-07-27,3,2026-07-27,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at,CRM bills from later date (2026-07-30); underbills 3 day(s) vs delivery 2026-07-27,DC/26-27/0964
RENT_START_VS_DELIVERY_MISMATCH,8440,TTSPL7524,9NZH7C3,8,PERNIMIUS FINANCIAL TECHNOLOGIES PRIVATE LIMITED,rented,Dell,Latitude 5420,1999.00,2026-07-30,2026-07-27,DC/26-27/0968,2026-07-27,2026-07-27,3,2026-07-27,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at,CRM bills from later date (2026-07-30); underbills 3 day(s) vs delivery 2026-07-27,DC/26-27/0968
RENT_START_VS_DELIVERY_MISMATCH,3557,TTSPL6950,7TMT0T3,252,Girish Srikrishna Paranjpe,rented,Dell,Dell Latitude 7330,3999.00,2026-07-10,2026-07-07,DC/26-27/0845,2026-07-07,2026-07-07,3,2026-07-07,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at,CRM bills from later date (2026-07-10); underbills 3 day(s) vs delivery 2026-07-07,DC/26-27/0845
RENT_START_VS_DELIVERY_MISMATCH,1387,TTSPL4823,FDGVZH3,36,KULSYS TECHNOLOGIES PRIVATE LIMITED,rented,Dell,Dell Latitude 5420,3500.00,2026-06-29,2026-07-01,DC/26-27/0784,2026-07-01,2026-07-01,-2,2026-07-01,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at,CRM bills from earlier date (2026-06-29); overbills 2 day(s) vs delivery 2026-07-01,DC/26-27/0784
RENT_START_VS_DELIVERY_MISMATCH,1508,TTSPL6883,5CG3050JKJ,101,ASCENT RISK & RESILIENCE SOFTWARE PRIVATE LIMITED,rented,Dell,HP Elitebook 840 G8,3500.00,2026-07-11,2026-07-11,DC/26-27/0848,2026-07-13,2026-07-13,-2,2026-07-13,rent_start_differs_from_dc_delivered_at|dc_delivered_and_serial_delivered_disagree,CRM bills from earlier date (2026-07-11); overbills 2 day(s) vs delivery 2026-07-13,DC/26-27/0848
RENT_START_VS_DELIVERY_MISMATCH,8431,TTSPL7515,9WVZ2F3,127,Elysium Labs Pvt Ltd,rented,Dell,Latitude 5420,1999.00,2026-07-29,2026-07-27,DC/26-27/0980,2026-07-27,2026-07-27,2,2026-07-27,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at,CRM bills from later date (2026-07-29); underbills 2 day(s) vs delivery 2026-07-27,DC/26-27/0980
RENT_START_VS_DELIVERY_MISMATCH,3784,TTSPL7125,G4PSVZ2,178,MNR Solutions Pvt. Ltd.,rented,Dell,Dell Latitude 3400,1600.00,2026-07-23,2026-07-25,DC/26-27/0944,2026-07-25,2026-07-25,-2,2026-07-25,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at,CRM bills from earlier date (2026-07-23); overbills 2 day(s) vs delivery 2026-07-25,DC/26-27/0944
RENT_START_VS_DELIVERY_MISMATCH,8163,TTSPL7399,5CG0274NHG,230,The Class One/ Inventify Edtech solution Pvt. Ltd,rented,HP,HP ProBook 640 G5,1100.00,2026-07-04,2026-07-06,DC/26-27/0828,2026-07-06,2026-07-06,-2,2026-07-06,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at,CRM bills from earlier date (2026-07-04); overbills 2 day(s) vs delivery 2026-07-06,DC/26-27/0828
RENT_START_VS_DELIVERY_MISMATCH,2313,TTSPL5695,JMN4HK3,101,ASCENT RISK & RESILIENCE SOFTWARE PRIVATE LIMITED,rented,Dell,Dell Latitude 5420,3499.00,2026-04-28,2026-04-28,DC-003804,2026-04-27,2026-04-27,1,2026-04-27,rent_start_differs_from_dc_delivered_at|dc_delivered_and_serial_delivered_disagree,CRM bills from later date (2026-04-28); underbills 1 day(s) vs delivery 2026-04-27,DC-003804
RENT_START_VS_DELIVERY_MISMATCH,8286,,CN-05NT8R-PRC00-39K-06KF,42,SUKHMAA SONS AND ASSOCIATES,rented,,Dell wired mouse,1.00,2026-07-17,2026-07-18,,,2026-07-18,-1,2026-07-18,rent_start_differs_from_serial_delivered_at,CRM bills from earlier date (2026-07-17); overbills 1 day(s) vs delivery 2026-07-18,
RENT_START_VS_DELIVERY_MISMATCH,8284,,CN-0657PN-64180-548-046B,143,BRAINBOX NETWORK,rented,,Dell Monitor,1.00,2026-07-17,2026-07-18,,,2026-07-18,-1,2026-07-18,rent_start_differs_from_serial_delivered_at,CRM bills from earlier date (2026-07-17); overbills 1 day(s) vs delivery 2026-07-18,
RENT_START_VS_DELIVERY_MISMATCH,3492,TTSPL6727,29RM763,256,SPNN BUSINESS SERVICES PRIVATE LIMITED,rented,Dell,Dell Latitude 3410,1550.00,2026-04-07,2026-04-07,DC-003574,2026-04-08,2026-04-08,-1,2026-04-08,rent_start_differs_from_dc_delivered_at|dc_delivered_and_serial_delivered_disagree,CRM bills from earlier date (2026-04-07); overbills 1 day(s) vs delivery 2026-04-08,DC-003574
RENT_START_VS_DELIVERY_MISMATCH,3226,TTSPL3551,PC1M8P3T,256,SPNN BUSINESS SERVICES PRIVATE LIMITED,rented,Dell,Lenovo Thinkpad X-13,1550.00,2026-04-07,2026-04-07,DC-003574,2026-04-08,2026-04-08,-1,2026-04-08,rent_start_differs_from_dc_delivered_at|dc_delivered_and_serial_delivered_disagree,CRM bills from earlier date (2026-04-07); overbills 1 day(s) vs delivery 2026-04-08,DC-003574
RENT_START_VS_DELIVERY_MISMATCH,1853,TTSPL6122,PF2416HJ,256,SPNN BUSINESS SERVICES PRIVATE LIMITED,rented,Dell,Lenovo Thinkpad T14,1900.00,2026-04-07,2026-04-07,DC-003574,2026-04-08,2026-04-08,-1,2026-04-08,rent_start_differs_from_dc_delivered_at|dc_delivered_and_serial_delivered_disagree,CRM bills from earlier date (2026-04-07); overbills 1 day(s) vs delivery 2026-04-08,DC-003574
RENT_START_VS_DELIVERY_MISMATCH,8285,,CN-05NT8R-PRC00-39K-06KG,42,SUKHMAA SONS AND ASSOCIATES,rented,,Dell wired mouse,1.00,2026-07-17,2026-07-18,,,2026-07-18,-1,2026-07-18,rent_start_differs_from_serial_delivered_at,CRM bills from earlier date (2026-07-17); overbills 1 day(s) vs delivery 2026-07-18,
RENT_START_VS_DELIVERY_MISMATCH,8230,TTSPL7466,5CG0274CGP,42,SUKHMAA SONS AND ASSOCIATES,rented,HP,HP ProBook 640 G5,1599.00,2026-07-29,2026-07-28,DC/26-27/0993,2026-07-28,2026-07-28,1,2026-07-28,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at,CRM bills from later date (2026-07-29); underbills 1 day(s) vs delivery 2026-07-28,DC/26-27/0993
RENT_START_VS_DELIVERY_MISMATCH,1965,TTSPL6809,G0BK6D3,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,rented,Dell,Dell Latitude 5420,2699.00,2026-07-17,2026-07-18,DC/26-27/0899,2026-07-18,2026-07-18,-1,2026-07-18,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at,CRM bills from earlier date (2026-07-17); overbills 1 day(s) vs delivery 2026-07-18,DC/26-27/0899
RENT_START_VS_DELIVERY_MISMATCH,8170,TTSPL7406,5CG0278Q1C,139,Clickonik Digital Private Limited,rented,HP,ProBook 640 G5,1599.00,2026-07-27,2026-07-28,DC/26-27/0982,2026-07-28,2026-07-28,-1,2026-07-28,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at,CRM bills from earlier date (2026-07-27); overbills 1 day(s) vs delivery 2026-07-28,DC/26-27/0982
RENT_START_VS_DELIVERY_MISMATCH,4046,TTSPL7339,2TK2460D8R,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,rented,HP,HP ELITEBOOK 640 G9,2699.00,2026-07-11,2026-07-12,DC/26-27/0856,2026-07-12,2026-07-12,-1,2026-07-12,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at,CRM bills from earlier date (2026-07-11); overbills 1 day(s) vs delivery 2026-07-12,DC/26-27/0856
RENT_START_VS_DELIVERY_MISMATCH,3161,TTSPL3781,6BQHDB3,185,DROR SERVICES PRIVATE LIMITED,rented,Dell,Dell Latitude 5410,1999.00,2026-07-10,2026-07-11,DC/26-27/0847,2026-07-11,2026-07-11,-1,2026-07-11,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at,CRM bills from earlier date (2026-07-10); overbills 1 day(s) vs delivery 2026-07-11,DC/26-27/0847
RENT_START_VS_DELIVERY_MISMATCH,8201,TTSPL7437,DMK98G3,29,Optimizing Resources Private Limited,rented,Dell Inc.,Latitude 5420,1600.00,2026-07-07,2026-07-08,DC/26-27/0840,2026-07-08,2026-07-08,-1,2026-07-08,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at,CRM bills from earlier date (2026-07-07); overbills 1 day(s) vs delivery 2026-07-08,DC/26-27/0840
RENT_START_VS_DELIVERY_MISMATCH,3337,TTSPL5973,PC1XQGQZ,256,SPNN BUSINESS SERVICES PRIVATE LIMITED,rented,Dell,Lenovo Thinkpad T14s,1550.00,2026-04-07,2026-04-07,DC-003574,2026-04-08,2026-04-08,-1,2026-04-08,rent_start_differs_from_dc_delivered_at|dc_delivered_and_serial_delivered_disagree,CRM bills from earlier date (2026-04-07); overbills 1 day(s) vs delivery 2026-04-08,DC-003574
RENT_START_VS_DELIVERY_MISMATCH,2720,TTSPL6255,DFTM763,127,Elysium Labs Pvt Ltd,rented,Dell,Dell Latitude 3410,1499.00,2026-07-10,2026-07-11,DC/26-27/0870,2026-07-11,2026-07-11,-1,2026-07-11,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at,CRM bills from earlier date (2026-07-10); overbills 1 day(s) vs delivery 2026-07-11,DC/26-27/0870
RENT_START_VS_DELIVERY_MISMATCH,8205,TTSPL7441,DMV76D3,29,Optimizing Resources Private Limited,rented,Dell Inc.,Latitude 5420,1600.00,2026-07-07,2026-07-08,DC/26-27/0840,2026-07-08,2026-07-08,-1,2026-07-08,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at,CRM bills from earlier date (2026-07-07); overbills 1 day(s) vs delivery 2026-07-08,DC/26-27/0840
RENT_START_VS_DELIVERY_MISMATCH,1483,TTSPL4657,66RM3F3,36,KULSYS TECHNOLOGIES PRIVATE LIMITED,rented,Dell,Dell Latitude 5420 (Touch Screen),3500.00,2026-07-07,2026-07-08,DC/26-27/0842,2026-07-08,2026-07-08,-1,2026-07-08,rent_start_differs_from_dc_delivered_at|rent_start_differs_from_serial_delivered_at,CRM bills from earlier date (2026-07-07); overbills 1 day(s) vs delivery 2026-07-08,DC/26-27/0842
