issue_type,why_category,why_detail,serial_id,ttspl_id,ups,serial_number,customer_id,customer_name,inventory_status,brand,model,rent_monthly_rate,dispatch_mode,rent_start_date,serial_dispatched_at_ist,serial_delivered_at_ist,current_dc_number,days_rent_start_minus_serial_delivered,rent_billed_until,billing_impact
RENT_START_VS_SERIAL_DELIVERED_MISMATCH,RENT_START_NE_SERIAL_DELIVERED_AT,rent_start_differs_from_serial_delivered_at|no_conflicting_current_dc_delivery_or_no_dc,2495,TTSPL6313,TTSPL6313,1PX5HK3,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,rented,Dell,Dell Latitude 5420,2699.00,,2026-05-21,,2026-07-18,DC-003890,-58,2026-06-30,Overbills 58 day(s) vs serial.delivered_at
RENT_START_VS_SERIAL_DELIVERED_MISMATCH,RENT_START_NE_SERIAL_DELIVERED_AT,rent_start_differs_from_serial_delivered_at|no_conflicting_current_dc_delivery_or_no_dc,3571,TTSPL6964,TTSPL6964,D9XR0T3,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,rented,Dell,Dell Latitude 7420,2699.00,,2026-06-24,2026-06-24,2026-07-18,,-24,2026-06-30,Overbills 24 day(s) vs serial.delivered_at
RENT_START_VS_SERIAL_DELIVERED_MISMATCH,RENT_START_NE_SERIAL_DELIVERED_AT,rent_start_differs_from_serial_delivered_at|no_conflicting_current_dc_delivery_or_no_dc,3661,TTSPL7031,TTSPL7031,5CG14661WP,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,rented,HP,HP Elitebook 830 G8,2699.00,,2026-04-04,,2026-07-18,DC-003504,-105,2026-06-30,Overbills 105 day(s) vs serial.delivered_at
RENT_START_VS_SERIAL_DELIVERED_MISMATCH,RENT_START_NE_SERIAL_DELIVERED_AT,rent_start_differs_from_serial_delivered_at|no_conflicting_current_dc_delivery_or_no_dc,8267,TTSPL7499,,5CG0273WJ1,156,Global Fashion Off Duty Limited,rented,HP,HP ProBook 640 G5,1300.00,inhouse,2026-07-30,2026-07-27,2026-07-24,DC/26-27/0984,6,,Underbills 6 day(s) vs serial.delivered_at
RENT_START_VS_SERIAL_DELIVERED_MISMATCH,RENT_START_NE_SERIAL_DELIVERED_AT,rent_start_differs_from_serial_delivered_at|no_conflicting_current_dc_delivery_or_no_dc,375,TTSPL4516,TTSPL4516,8GXNBK3,913,LEARNINGPAD EDUCATION SOLUTIONS PRIVATE LIMITED,rented,Dell,Dell Latitude 5420 (Touch Screen),2399.00,,2026-03-28,,2026-07-18,DC-003402,-112,2026-06-30,Overbills 112 day(s) vs serial.delivered_at
RENT_START_VS_SERIAL_DELIVERED_MISMATCH,RENT_START_NE_SERIAL_DELIVERED_AT,rent_start_differs_from_serial_delivered_at|no_conflicting_current_dc_delivery_or_no_dc,899,TTSPL4754,TTSPL4754,FWQWZH3,913,LEARNINGPAD EDUCATION SOLUTIONS PRIVATE LIMITED,rented,Dell,Dell Latitude 5420,2399.00,,2026-03-27,,2026-07-18,DC-003404,-113,2026-06-30,Overbills 113 day(s) vs serial.delivered_at
RENT_START_VS_SERIAL_DELIVERED_MISMATCH,RENT_START_NE_SERIAL_DELIVERED_AT,rent_start_differs_from_serial_delivered_at|no_conflicting_current_dc_delivery_or_no_dc,627,1472,1472,PC0151G3,966,Leverage Edu,rented,Dell,Lenovo Laptop Thinkpad T440,1910.00,,2026-02-06,,2026-07-18,DC-000876,-162,2026-06-30,Overbills 162 day(s) vs serial.delivered_at
RENT_START_VS_SERIAL_DELIVERED_MISMATCH,RENT_START_NE_SERIAL_DELIVERED_AT,rent_start_differs_from_serial_delivered_at|no_conflicting_current_dc_delivery_or_no_dc,633,FIRMTRUE1569,FIRMTRUE1569,4BZ8CG2,966,Leverage Edu,rented,Dell,Dell Latitude E5470,1910.00,,2026-02-06,,2026-07-18,DC-000882,-162,2026-06-30,Overbills 162 day(s) vs serial.delivered_at
RENT_START_VS_SERIAL_DELIVERED_MISMATCH,RENT_START_NE_SERIAL_DELIVERED_AT,rent_start_differs_from_serial_delivered_at|no_conflicting_current_dc_delivery_or_no_dc,637,G-COTRUE1056,G-COTRUE1056,3WST812,966,Leverage Edu,rented,Dell,Dell Laptop Latitude E3340,1910.00,,2026-02-06,,2026-07-18,DC-000886,-162,2026-06-30,Overbills 162 day(s) vs serial.delivered_at
RENT_START_VS_SERIAL_DELIVERED_MISMATCH,RENT_START_NE_SERIAL_DELIVERED_AT,rent_start_differs_from_serial_delivered_at|no_conflicting_current_dc_delivery_or_no_dc,638,RABYTRUE1538,RABYTRUE1538,6LPWH82,966,Leverage Edu,rented,Dell,Dell Latitude E7440,1910.00,,2026-02-06,,2026-07-18,DC-000887,-162,2026-06-30,Overbills 162 day(s) vs serial.delivered_at
RENT_START_VS_SERIAL_DELIVERED_MISMATCH,RENT_START_NE_SERIAL_DELIVERED_AT,rent_start_differs_from_serial_delivered_at|no_conflicting_current_dc_delivery_or_no_dc,636,TRU115,TRU115,2XQN542,966,Leverage Edu,rented,Dell,Dell Latitude E7250,1910.00,,2026-02-06,,2026-07-18,DC-000885,-162,2026-06-30,Overbills 162 day(s) vs serial.delivered_at
RENT_START_VS_SERIAL_DELIVERED_MISMATCH,RENT_START_NE_SERIAL_DELIVERED_AT,rent_start_differs_from_serial_delivered_at|no_conflicting_current_dc_delivery_or_no_dc,634,TTSPL1865,YASHTRUE1416/TTSPL1865,76D7VD2,966,Leverage Edu,rented,Dell,Dell Latitude E5470,1910.00,,2026-02-06,,2026-07-18,DC-000883,-162,2026-06-30,Overbills 162 day(s) vs serial.delivered_at
RENT_START_VS_SERIAL_DELIVERED_MISMATCH,RENT_START_NE_SERIAL_DELIVERED_AT,rent_start_differs_from_serial_delivered_at|no_conflicting_current_dc_delivery_or_no_dc,635,TTSPL1979,TTSPL1979,5CG5151654,966,Leverage Edu,rented,Dell,HP Elitebook 840 G1,1910.00,,2026-02-06,,2026-07-18,DC-000884,-162,2026-06-30,Overbills 162 day(s) vs serial.delivered_at
RENT_START_VS_SERIAL_DELIVERED_MISMATCH,RENT_START_NE_SERIAL_DELIVERED_AT,rent_start_differs_from_serial_delivered_at|no_conflicting_current_dc_delivery_or_no_dc,639,TTSPL1982,TTSPL1982,FH8K542,966,Leverage Edu,rented,Dell,Dell Latitude E7240,1910.00,,2026-02-06,,2026-07-18,DC-000888,-162,2026-06-30,Overbills 162 day(s) vs serial.delivered_at
RENT_START_VS_SERIAL_DELIVERED_MISMATCH,RENT_START_NE_SERIAL_DELIVERED_AT,rent_start_differs_from_serial_delivered_at|no_conflicting_current_dc_delivery_or_no_dc,642,TTSPL2918,TTSPL2918,1K96QH2,966,Leverage Edu,rented,Dell,Dell Latitude 7480,1910.00,,2026-02-06,,2026-07-18,DC-000891,-162,2026-06-30,Overbills 162 day(s) vs serial.delivered_at
RENT_START_VS_SERIAL_DELIVERED_MISMATCH,RENT_START_NE_SERIAL_DELIVERED_AT,rent_start_differs_from_serial_delivered_at|no_conflicting_current_dc_delivery_or_no_dc,628,YASHTRUE1417,YASHTRUE1417,23F7VD2,966,Leverage Edu,rented,Dell,Dell Latitude E5470,1910.00,,2026-02-06,,2026-07-18,DC-000877,-162,2026-06-30,Overbills 162 day(s) vs serial.delivered_at
RENT_START_VS_SERIAL_DELIVERED_MISMATCH,RENT_START_NE_SERIAL_DELIVERED_AT,rent_start_differs_from_serial_delivered_at|no_conflicting_current_dc_delivery_or_no_dc,640,YASHTRUE1444,YASHTRUE1444,JH6YVD2,966,Leverage Edu,rented,Dell,Dell Latitude E5470,1910.00,,2026-02-06,,2026-07-18,DC-000889,-162,2026-06-30,Overbills 162 day(s) vs serial.delivered_at
RENT_START_VS_SERIAL_DELIVERED_MISMATCH,RENT_START_NE_SERIAL_DELIVERED_AT,rent_start_differs_from_serial_delivered_at|no_conflicting_current_dc_delivery_or_no_dc,629,YASHTRUE1445,YASHTRUE1445,CNBLVD2,966,Leverage Edu,rented,Dell,Dell Latitude E5470,1910.00,,2026-02-06,,2026-07-18,DC-000878,-162,2026-06-30,Overbills 162 day(s) vs serial.delivered_at
RENT_START_VS_SERIAL_DELIVERED_MISMATCH,RENT_START_NE_SERIAL_DELIVERED_AT,rent_start_differs_from_serial_delivered_at|no_conflicting_current_dc_delivery_or_no_dc,630,YASHTRUE1464,YASHTRUE1464,566PFH2,966,Leverage Edu,rented,Dell,Dell Latitude E5480,1910.00,,2026-02-06,,2026-07-18,DC-000879,-162,2026-06-30,Overbills 162 day(s) vs serial.delivered_at
RENT_START_VS_SERIAL_DELIVERED_MISMATCH,RENT_START_NE_SERIAL_DELIVERED_AT,rent_start_differs_from_serial_delivered_at|no_conflicting_current_dc_delivery_or_no_dc,631,YASHTRUE1482,YASHTRUE1482,7PMTNH2,966,Leverage Edu,rented,Dell,Dell Latitude E5480,1910.00,,2026-02-06,,2026-07-18,DC-000880,-162,2026-06-30,Overbills 162 day(s) vs serial.delivered_at
RENT_START_VS_SERIAL_DELIVERED_MISMATCH,RENT_START_NE_SERIAL_DELIVERED_AT,rent_start_differs_from_serial_delivered_at|no_conflicting_current_dc_delivery_or_no_dc,3227,TTSPL3576,TTSPL3576,PC1S0L7J,921,Max LT Technologies,rented,Dell,Lenovo Thinkpad X-13,1999.00,,2026-04-11,,2026-07-18,DC-003634,-98,2026-06-30,Overbills 98 day(s) vs serial.delivered_at
RENT_START_VS_SERIAL_DELIVERED_MISMATCH,RENT_START_NE_SERIAL_DELIVERED_AT,rent_start_differs_from_serial_delivered_at|no_conflicting_current_dc_delivery_or_no_dc,2440,TTSPL6578,TTSPL6578,5CD112LVZ0,41,SLEEP MANAGEMENT PRIVATE LIMITED(New),rented,Dell,HP Probook 440 G8,1999.00,,2026-02-06,,2026-07-18,DC-001257,-162,2026-06-30,Overbills 162 day(s) vs serial.delivered_at
RENT_START_VS_SERIAL_DELIVERED_MISMATCH,RENT_START_NE_SERIAL_DELIVERED_AT,rent_start_differs_from_serial_delivered_at|no_conflicting_current_dc_delivery_or_no_dc,1299,TTSPL4234,TTSPL4234,G4RCN73,256,SPNN BUSINESS SERVICES PRIVATE LIMITED,rented,Dell,Dell Latitude 5410,2799.00,,2026-06-24,2026-06-24,2026-07-18,,-24,2026-06-30,Overbills 24 day(s) vs serial.delivered_at
RENT_START_VS_SERIAL_DELIVERED_MISMATCH,RENT_START_NE_SERIAL_DELIVERED_AT,rent_start_differs_from_serial_delivered_at|no_conflicting_current_dc_delivery_or_no_dc,215,TTSPL4419,TTSPL4419,PF25LNWK,256,SPNN BUSINESS SERVICES PRIVATE LIMITED,rented,Dell,Lenovo Thinkpad T490,2799.00,,2026-06-24,2026-06-24,2026-07-18,,-24,2026-06-30,Overbills 24 day(s) vs serial.delivered_at
RENT_START_VS_SERIAL_DELIVERED_MISMATCH,RENT_START_NE_SERIAL_DELIVERED_AT,rent_start_differs_from_serial_delivered_at|no_conflicting_current_dc_delivery_or_no_dc,8285,,,CN-05NT8R-PRC00-39K-06KG,42,SUKHMAA SONS AND ASSOCIATES,rented,,Dell wired mouse,1.00,,2026-07-17,,2026-07-18,,-1,,Overbills 1 day(s) vs serial.delivered_at
RENT_START_VS_SERIAL_DELIVERED_MISMATCH,RENT_START_NE_SERIAL_DELIVERED_AT,rent_start_differs_from_serial_delivered_at|no_conflicting_current_dc_delivery_or_no_dc,8286,,,CN-05NT8R-PRC00-39K-06KF,42,SUKHMAA SONS AND ASSOCIATES,rented,,Dell wired mouse,1.00,,2026-07-17,,2026-07-18,,-1,,Overbills 1 day(s) vs serial.delivered_at
RENT_START_VS_SERIAL_DELIVERED_MISMATCH,RENT_START_NE_SERIAL_DELIVERED_AT,rent_start_differs_from_serial_delivered_at|no_conflicting_current_dc_delivery_or_no_dc,3073,TTSPL5845,TTSPL5845,NO S/N-erp3073,281,Sturmfrei Hospitality Pvt. Ltd,rented,Dell,Assemble NA,7499.00,,2026-06-15,,2026-07-18,DC/26-27/0672,-33,2026-06-30,Overbills 33 day(s) vs serial.delivered_at
RENT_START_VS_SERIAL_DELIVERED_MISMATCH,RENT_START_NE_SERIAL_DELIVERED_AT,rent_start_differs_from_serial_delivered_at|no_conflicting_current_dc_delivery_or_no_dc,1515,TTSPL4535,TTSPL4535,F3V61F3,69,Trip Hunter,rented,Dell,Dell Latitude 5420,1799.00,,2026-02-06,,2026-07-18,DC-002028,-162,2026-06-30,Overbills 162 day(s) vs serial.delivered_at
RENT_START_VS_SERIAL_DELIVERED_MISMATCH,RENT_START_NE_SERIAL_DELIVERED_AT,rent_start_differs_from_serial_delivered_at|no_conflicting_current_dc_delivery_or_no_dc,2958,TTSPL5083,TTSPL5083,NO S/N-erp2958,163,Truetech Services Pvt. Ltd.,rented,Dell,Assemble W042,1.00,,2026-06-22,,2026-07-18,DC/26-27/0745,-26,2026-06-30,Overbills 26 day(s) vs serial.delivered_at
