client_name_sheet,crm_customer_id,crm_customer_name,customer_match_method,source_sheet,sheet_serial,sheet_ttspl,sheet_model,sheet_per_month_rate,sheet_rent_amount,match_by,crm_serial_id,crm_serial_number,crm_ttspl,crm_monthly_rate,rate_status
GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,105,GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,name,LOT,BFT81F3,TTSPL2989,Dell Latitude 5411,1899,1899,ttspl,727,BFT81F3,TTSPL2989,1899,RATE_OK
GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,105,GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,name,LOT,68GR793,TTSPL2990,Dell Latitude 5411,1899,1899,ttspl,728,68GR793,TTSPL2990,1899,RATE_OK
GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,105,GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,name,LOT,9GLXL63,TTSPL2992,Dell Latitude 5410,1899,1899,ttspl,729,9GLXL63,TTSPL2992,1899,RATE_OK
GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,105,GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,name,LOT,61W7063,TTSPL2996,Dell Latitude 5410,1899,1899,ttspl,730,61W7063,TTSPL2996,1899,RATE_OK
GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,105,GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,name,LOT,2QKD893,TTSPL3012,Dell Latitude 5411,1899,1899,ttspl,733,2QKD893,TTSPL3012,1899,RATE_OK
GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,105,GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,name,LOT,DCZL473,TTSPL3013,Dell Latitude 5411,1899,1899,ttspl,734,DCZL473,TTSPL3013,1899,RATE_OK
GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,105,GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,name,LOT,5CD1131RYM,TTSPL2940,HP 14S-DQ2xxx,1899,1899,ttspl,2265,5CD1131RYM,TTSPL2940,1899,RATE_OK
GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,105,GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,name,LOT,PC1NVAXG,TTSPL3539,Lenovo Thinkpad X-13,1899,1899,ttspl,738,PC1NVAXG,TTSPL3539,1899,RATE_OK
GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,105,GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,name,LOT,PF25W6C1,TTSPL4402,Lenovo Thinkpad T490,2199,2199,ttspl,739,PF25W6C1,TTSPL4402,2199,RATE_OK
GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,105,GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,name,LOT,PF2BT0AZ,TTSPL4403,Lenovo Thinkpad T490,2199,2199,ttspl,740,PF2BT0AZ,TTSPL4403,2199,RATE_OK
GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,105,GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,name,LOT,PF2AYJZ7,TTSPL4407,Lenovo Thinkpad T490,2199,2199,ttspl,741,PF2AYJZ7,TTSPL4407,2199,RATE_OK
GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,105,GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,name,LOT,PF2642AW,TTSPL4411,Lenovo Thinkpad T490,2199,2199,ttspl,742,PF2642AW,TTSPL4411,2199,RATE_OK
GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,105,GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,name,LOT,PF261Z15,TTSPL4412,Lenovo Thinkpad T490,2199,2199,ttspl,743,PF261Z15,TTSPL4412,2199,RATE_OK
GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,105,GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,name,LOT,PF2BV7ST,TTSPL4417,Lenovo Thinkpad T490,2199,2199,ttspl,744,PF2BV7ST,TTSPL4417,2199,RATE_OK
GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,105,GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,name,LOT,687H8D3,TTSPL4500,Dell Latitude 5420,1899,1899,ttspl,745,687H8D3,TTSPL4500,1899,RATE_OK
GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,105,GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,name,LOT,J9TN4D3,TTSPL4562,Dell Latitude 5420,1899,1899,ttspl,746,J9TN4D3,TTSPL4562,1899,RATE_OK
GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,105,GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,name,LOT,9L6R2F3,TTSPL4670,Dell Latitude 5420,2199,2199,ttspl,747,9L6R2F3,TTSPL4670,2199,RATE_OK
GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,105,GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,name,LOT,1Q370J3,TTSPL4788,Dell Latitude 5420,1899,1899,ttspl,749,1Q370J3,TTSPL4788,1899,RATE_OK
GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,105,GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,name,LOT,26R5HK3,TTSPL5796,Dell Latitude 5420,2599,2599,ttspl,2403,26R5HK3,TTSPL5796,2599,RATE_OK
GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,105,GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,name,LOT,HQGF0B3,TTSPL3442,Dell Latitude 5310 (TOUCH SCREEN),1899,1899,ttspl,750,HQGF0B3,TTSPL3442,1899,RATE_OK
GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,105,GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,name,LOT,CKP1T93,TTSPL6272,Dell Latitude 3410,1899,1899,ttspl,2404,CKP1T93,TTSPL6272,1899,RATE_OK
GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,105,GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,name,LOT,5T21M63,TTSPL2991,Dell Latitude 5410,1899,1899,ttspl,2947,5T21M63,TTSPL2991,1899,RATE_OK
GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,105,GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,name,LOT,16LS203,TTSPL6536,Dell Latitude 3410,1799,1799,ttspl,3527,16LS203,TTSPL6536,1799,RATE_OK
GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,105,GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,name,LOT,32ZBRG3,TTSPL6610,Dell Latitude 3420,1799,1799,ttspl,2730,32ZBRG3,TTSPL6610,1799,RATE_OK
GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,105,GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,name,LOT,3LK5QG3,TTSPL6266,Dell Latitude 3420,1799,1799,ttspl,3766,3LK5QG3,TTSPL6266,1799,RATE_OK
GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,105,GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,name,LOT,9Q33C63,TTSPL6666,Dell Latitude 3410,1799,1799,ttspl,3475,9Q33C63,TTSPL6666,1799,RATE_OK
GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,105,GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,name,LOT,J0X68G3,TTSPL7439,Dell Latitude 5420,1899,2634.1,ttspl,8203,J0X68G3,TTSPL7439,1899,RATE_OK
GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,105,GRAYOPUS TECHNOLOGIES PRIVATE LIMITED,name,LOT,2J7F0J3,TTSPL7536,Dell Latitude 5420,1899,2389.06,ttspl,8452,2J7F0J3,TTSPL7536,1899,RATE_OK
E N COMMUNICATION PRIVATE LIMITED,104,E N COMMUNICATION PRIVATE LIMITED,name,LOT,5J9L163,TTSPL4100,Dell Latitude 5410,1799,1799,ttspl,2189,5J9L163,TTSPL4100,1799,RATE_OK
E N COMMUNICATION PRIVATE LIMITED,104,E N COMMUNICATION PRIVATE LIMITED,name,LOT,CMKL163,TTSPL4101,Dell Latitude 5410,1799,1799,ttspl,2190,CMKL163,TTSPL4101,1799,RATE_OK
E N COMMUNICATION PRIVATE LIMITED,104,E N COMMUNICATION PRIVATE LIMITED,name,LOT,1MGM163,TTSPL4102,Dell Latitude 5410,1799,1799,ttspl,2191,1MGM163,TTSPL4102,1799,RATE_OK
E N COMMUNICATION PRIVATE LIMITED,104,E N COMMUNICATION PRIVATE LIMITED,name,LOT,3KSZFB3,TTSPL4106,Dell Latitude 5410,1799,1799,ttspl,2192,3KSZFB3,TTSPL4106,1799,RATE_OK
E N COMMUNICATION PRIVATE LIMITED,104,E N COMMUNICATION PRIVATE LIMITED,name,LOT,37PL163,TTSPL4107,Dell Latitude 5410,1799,1799,ttspl,2193,37PL163,TTSPL4107,1799,RATE_OK
E N COMMUNICATION PRIVATE LIMITED,104,E N COMMUNICATION PRIVATE LIMITED,name,LOT,3FRJ163,TTSPL4108,Dell Latitude 5410,1799,1799,ttspl,2194,3FRJ163,TTSPL4108,1799,RATE_OK
E N COMMUNICATION PRIVATE LIMITED,104,E N COMMUNICATION PRIVATE LIMITED,name,LOT,74PL163,TTSPL4109,Dell Latitude 5410,1799,1799,ttspl,2195,74PL163,TTSPL4109,1799,RATE_OK
E N COMMUNICATION PRIVATE LIMITED,104,E N COMMUNICATION PRIVATE LIMITED,name,LOT,G95P163,TTSPL4111,Dell Latitude 5410,1799,1799,ttspl,2196,G95P163,TTSPL4111,1799,RATE_OK
E N COMMUNICATION PRIVATE LIMITED,104,E N COMMUNICATION PRIVATE LIMITED,name,LOT,JGQHDB3,TTSPL3800,Dell Latitude 5410,1799,1799,ttspl,2197,JGQHDB3,TTSPL3800,1799,RATE_OK
E N COMMUNICATION PRIVATE LIMITED,104,E N COMMUNICATION PRIVATE LIMITED,name,LOT,BZT5273,TTSPL3801,Dell Latitude 5410,1799,1799,ttspl,2198,BZT5273,TTSPL3801,1799,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,FVFDRBDYQ05D,TTSPL3175,Apple MacBook Pro M1,5499,5499,ttspl,441,FVFDRBDYQ05D,TTSPL3175,5499,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,K9J9L39W7Q,TTSPL3215,MacBook Pro M2,6999,6999,ttspl,2089,K9J9L39W7Q,TTSPL3215,6999,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,FVFFFD62Q05D,TTSPL3255,Apple Macbook Pro,5490,5490,ttspl,2091,FVFFFD62Q05D,TTSPL3255,5490,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,KWJN07F9JW,TTSPL4316,Apple Macbook Air,5499,5499,ttspl,2093,KWJN07F9JW,TTSPL4316,5499,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,G49QKGJDPQ,TTSPL4317,Apple Macbook Air,5499,5499,ttspl,2094,G49QKGJDPQ,TTSPL4317,5499,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,K2Q74HYH27,TTSPL4318,Apple Macbook Air,5499,5499,ttspl,2095,K2Q74HYH27,TTSPL4318,5499,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,CYQJ4V1W2R,TTSPL4428,Apple Macbook Air,5499,5499,ttspl,2096,CYQJ4V1W2R,TTSPL4428,5499,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,GFQW49XJN3,TTSPL4567,Apple Macbook Air,5999,5999,ttspl,444,GFQW49XJN3,TTSPL4567,5999,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,CND1234MJ8,TTSPL3991,HP Elitebook 1040 G8,3999,3999,ttspl,445,CND1234MJ8,TTSPL3991,3999,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,C02GQ1LXQ05D,TTSPL2891,Apple Macbook Pro,4999,4999,ttspl,2099,C02GQ1LXQ05D,TTSPL2891,4999,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,CND12403NS,TTSPL4171,HP Elitebook 1040 G8,3999,3999,ttspl,446,CND12403NS,TTSPL4171,3999,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,CND1234MCM,TTSPL4008,HP Elitebook 1040 G8,3999,3999,ttspl,450,CND1234MCM,TTSPL4008,3999,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,L19YPTQYF0,TTSPL5533,Apple Macbook Air,5499,5499,ttspl,452,L19YPTQYF0,TTSPL5533,5499,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,FP7L2QYW4J,TTSPL5842,Apple Macbook Air,5499,5499,ttspl,453,FP7L2QYW4J,TTSPL5842,5499,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,GW3P0CXW2J,TTSPL6000,Apple MACBOOK AIR,5499,5499,ttspl,2255,GW3P0CXW2J,TTSPL6000,5499,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,CQ0LH6K5WH,TTSPL5854,Apple Macbook Pro,8999,8999,ttspl,2256,CQ0LH6K5WH,TTSPL5854,8999,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,PF55GD4K,TTSPL4969,Lenovo V14 (Gen 3),2999,2999,ttspl,456,PF55GD4K,TTSPL4969,2999,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,FCJYDQG9N5,TTSPL6042,APPLE MACBOOK AIR,5499,5499,ttspl,2257,FCJYDQG9N5,TTSPL6042,5499,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,XJ63QP179Q,TTSPL2812,Apple Macbook Pro,5499,5499,ttspl,2101,XJ63QP179Q,TTSPL2812,5499,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,FVFDVDEPQ05D,TTSPL3890,Apple Macbook Pro,3999,3999,ttspl,457,FVFDVDEPQ05D,TTSPL3890,3999,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,FVFFM0CEQ05D,TTSPL3173,Apple Macbook Pro,3999,3999,ttspl,458,FVFFM0CEQ05D,TTSPL3173,3999,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,C6V6XXN2Q0,TTSPL6947,Apple Macbook Air,5499,5499,ttspl,3554,C6V6XXN2Q0,TTSPL6947,5499,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,K52N4GJJVQ,TTSPL6980,Apple Macbook Pro,10000,10000,ttspl,3587,K52N4GJJVQ,TTSPL6980,10000,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,D37HHX4C6P,TTSPL7016,Apple Macbook Pro,10000,10000,ttspl,3623,D37HHX4C6P,TTSPL7016,10000,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,2GKR0T3,TTSPL6952,Dell Latitude 7330 (Touch),3999,3999,ttspl,3559,2GKR0T3,TTSPL6952,3999,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,C02FCRWVQ6L4,TTSPL5304,Apple Macbook Air,3999,3999,ttspl,2181,C02FCRWVQ6L4,TTSPL5304,3999,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,L7J5QVK6C7,TTSPL6945,Apple Macbook Air,5499,5499,ttspl,3552,L7J5QVK6C7,TTSPL6945,5499,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,FVFGK2K1Q05N,TTSPL2887,Apple Macbook Pro,5000,5000,ttspl,2103,FVFGK2K1Q05N,TTSPL2887,5000,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,5VRD2B3,TTSPL6689,Dell Latitude 3420,2499,2499,ttspl,2761,5VRD2B3,TTSPL6689,2499,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,FVFHGAPLQ05D,TTSPL3676,Apple Macbook Pro,5499,5499,ttspl,2200,FVFHGAPLQ05D,TTSPL3676,5499,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,FVFFDG60Q05D,TTSPL3176,Apple Macbook Pro (2020 model),4500,4500,ttspl,455,FVFFDG60Q05D,TTSPL3176,4500,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,D096N1VP41,TTSPL7353,Apple Macbook Air,6999,6999,ttspl,4064,D096N1VP41,TTSPL7353,6999,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,LRRVYDJRW0,TTSPL7354,Apple Macbook Air,6999,6999,ttspl,4065,LRRVYDJRW0,TTSPL7354,6999,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,F1YYYN77YF,TTSPL7355,Apple Macbook Air,6999,6999,ttspl,4066,F1YYYN77YF,TTSPL7355,6999,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,FVFGW7NQQ05D,TTSPL2356,Apple MacBook Pro,4999,4999,ttspl,2234,FVFGW7NQQ05D,TTSPL2356,4999,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,2TK24709PP,TTSPL7364,HP ELITEBOOK 640 G9,3999,3999,ttspl,4075,2TK24709PP,TTSPL7364,3999,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,F764GD4PHF,TTSPL6019,Apple Macbook Air,5499,5499,ttspl,2302,F764GD4PHF,TTSPL6019,5499,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,HWGG44JVX3,TTSPL5452,Apple MacBook Pro,8999,8999,ttspl,2214,HWGG44JVX3,TTSPL5452,8999,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,FVFG6CSRQ05D,TTSPL3172,Apple MacBook Pro,4500,4500,ttspl,443,FVFG6CSRQ05D,TTSPL3172,4500,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,5S332F3,TTSPL3470,Dell Latitude 5420,3999,7869,ttspl,1039,5S332F3,TTSPL3470,3999,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,GJY1HXFFQ0,TTSPL4371,Apple Macbook Air,5499,8337.19,ttspl,2045,GJY1HXFFQ0,TTSPL4371,5499,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,JWCX3T97YG,TTSPL5224,Apple Macbook Air (15 INCH),5499,6918.1,ttspl,2063,JWCX3T97YG,TTSPL5224,5499,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,FC41GC6JM6,TTSPL7539,Apple Macbook Air,8499,10966.45,ttspl,8455,FC41GC6JM6,TTSPL7539,8499,RATE_OK
RHOPHI ANALYTICS LLP,106,RHOPHI ANALYTICS LLP (Punjab),name,LOT,CND1234MFT,TTSPL3979,HP Elitebook X360 1040 G8,3999,4644,ttspl,1056,CND1234MFT,TTSPL3979,3999,RATE_OK
Kinolve Software India Pvt Ltd,965,Kinolve Software India Pvt Ltd,name,LOT,PF227WN2,TTSPL3182,Lenovo Thinkpad T-490,2500,2500,ttspl_other_customer,269,PF227WN2,TTSPL3182,2500,RATE_OK
Kinolve Software India Pvt Ltd,965,Kinolve Software India Pvt Ltd,name,LOT,1KYQ793,TTSPL3783,Dell Latitude 5410,2500,2500,ttspl_other_customer,271,1KYQ793,TTSPL3783,2500,RATE_OK
Kinolve Software India Pvt Ltd,965,Kinolve Software India Pvt Ltd,name,LOT,MNNMBNV,TTSPL3059,Dell Latitude 5410,2500,2500,ttspl_other_customer,272,MNNMBNV,TTSPL3059,2500,RATE_OK
Kinolve Software India Pvt Ltd,965,Kinolve Software India Pvt Ltd,name,LOT,5RWFFL3,TTSPL4248,Dell Latitude 5320,3500,3500,ttspl_other_customer,275,5RWFFL3,TTSPL4248,3500,RATE_OK
Kinolve Software India Pvt Ltd,965,Kinolve Software India Pvt Ltd,name,LOT,CND1234ZL8,TTSPL4262,HP Elitebook 1040 G8,3500,3500,ttspl_other_customer,278,CND1234ZL8,TTSPL4262,3500,RATE_OK
Kinolve Software India Pvt Ltd,965,Kinolve Software India Pvt Ltd,name,LOT,8RHKP93,TTSPL4292,Dell Latitude 5320,3500,3500,ttspl_other_customer,281,8RHKP93,TTSPL4292,3500,RATE_OK
Kinolve Software India Pvt Ltd,965,Kinolve Software India Pvt Ltd,name,LOT,F1TX303,TTSPL4087,Dell Latitude 5310,2500,2500,ttspl_other_customer,282,F1TX303,TTSPL4087,2500,RATE_OK
Kinolve Software India Pvt Ltd,965,Kinolve Software India Pvt Ltd,name,LOT,CND1387HC7,TTSPL4296,HP Elitebook X360 1030 G8,3500,3500,ttspl_other_customer,283,CND1387HC7,TTSPL4296,3500,RATE_OK
Kinolve Software India Pvt Ltd,965,Kinolve Software India Pvt Ltd,name,LOT,CND1387HCK,TTSPL4297,HP Elitebook X360 1030 G8,3500,3500,ttspl_other_customer,284,CND1387HCK,TTSPL4297,3500,RATE_OK
Kinolve Software India Pvt Ltd,965,Kinolve Software India Pvt Ltd,name,LOT,CND1387HCD,TTSPL4299,HP Elitebook X360 1030 G8,3500,3500,ttspl_other_customer,286,CND1387HCD,TTSPL4299,3500,RATE_OK
Kinolve Software India Pvt Ltd,965,Kinolve Software India Pvt Ltd,name,LOT,GRF53B3,TTSPL4307,Dell Latitude 5320,3500,3500,ttspl_other_customer,287,GRF53B3,TTSPL4307,3500,RATE_OK
Kinolve Software India Pvt Ltd,965,Kinolve Software India Pvt Ltd,name,LOT,JRF53B3,TTSPL4308,Dell Latitude 5320,3500,3500,ttspl_other_customer,288,JRF53B3,TTSPL4308,3500,RATE_OK
Kinolve Software India Pvt Ltd,965,Kinolve Software India Pvt Ltd,name,LOT,PC2830BE,TTSPL4358,Lenovo Thinkpad X-13,2500,2500,ttspl_other_customer,291,PC2830BE,TTSPL4358,2500,RATE_OK
Kinolve Software India Pvt Ltd,965,Kinolve Software India Pvt Ltd,name,LOT,PC28HQ0E,TTSPL4362,Lenovo Thinkpad X-13,2500,2500,ttspl_other_customer,292,PC28HQ0E,TTSPL4362,2500,RATE_OK
Kinolve Software India Pvt Ltd,965,Kinolve Software India Pvt Ltd,name,LOT,1M381J3,TTSPL3719,Dell Latitude 5420,3499,3499,ttspl_other_customer,294,1M381J3,TTSPL3719,3499,RATE_OK
Kinolve Software India Pvt Ltd,965,Kinolve Software India Pvt Ltd,name,LOT,F5FP0MJKGL,TTSPL4474,Apple Macbook Air,5499,5499,ttspl_other_customer,2084,F5FP0MJKGL,TTSPL4474,5499,RATE_OK
Kinolve Software India Pvt Ltd,965,Kinolve Software India Pvt Ltd,name,LOT,PG04FAHK,TTSPL4974,Lenovo V14 (Gen 3),2500,2500,ttspl_other_customer,300,PG04FAHK,TTSPL4974,2500,RATE_OK
Kinolve Software India Pvt Ltd,965,Kinolve Software India Pvt Ltd,name,LOT,PF5E77BB,TTSPL5054,Lenovo V14 (Gen 3),3500,3500,ttspl_other_customer,302,PF5E77BB,TTSPL5054,3500,RATE_OK
Kinolve Software India Pvt Ltd,965,Kinolve Software India Pvt Ltd,name,LOT,PF56QWY7,TTSPL5057,Lenovo V14 (Gen 3),3500,3500,ttspl_other_customer,304,PF56QWY7,TTSPL5057,3500,RATE_OK
Kinolve Software India Pvt Ltd,965,Kinolve Software India Pvt Ltd,name,LOT,PF56LJRV,TTSPL5059,Lenovo V14 (Gen 3),3500,3500,ttspl_other_customer,305,PF56LJRV,TTSPL5059,3500,RATE_OK
Kinolve Software India Pvt Ltd,965,Kinolve Software India Pvt Ltd,name,LOT,PF53CLN9,TTSPL5109,Lenovo V14 (Gen 3),2500,2500,ttspl_other_customer,306,PF53CLN9,TTSPL5109,2500,RATE_OK
Kinolve Software India Pvt Ltd,965,Kinolve Software India Pvt Ltd,name,LOT,PF55FX4L,TTSPL5121,Lenovo V14 (Gen 3),2500,2500,ttspl_other_customer,307,PF55FX4L,TTSPL5121,2500,RATE_OK
Kinolve Software India Pvt Ltd,965,Kinolve Software India Pvt Ltd,name,LOT,PG04GTDY,TTSPL5128,Lenovo V14 (Gen 3),2500,2500,ttspl_other_customer,308,PG04GTDY,TTSPL5128,2500,RATE_OK
Kinolve Software India Pvt Ltd,965,Kinolve Software India Pvt Ltd,name,LOT,DY1JPJXD0J,TTSPL5223,Apple Macbook Air,5000,5000,ttspl_other_customer,2085,DY1JPJXD0J,TTSPL5223,5000,RATE_OK
Kinolve Software India Pvt Ltd,965,Kinolve Software India Pvt Ltd,name,LOT,CND1234MFM,TTSPL3986,HP Elitebook 1040 G8,3500,3500,ttspl_other_customer,311,CND1234MFM,TTSPL3986,3500,RATE_OK
Kinolve Software India Pvt Ltd,965,Kinolve Software India Pvt Ltd,name,LOT,CND1235182,TTSPL4195,HP Elitebook 1040 G8,3500,3500,ttspl_other_customer,314,CND1235182,TTSPL4195,3500,RATE_OK
Kinolve Software India Pvt Ltd,965,Kinolve Software India Pvt Ltd,name,LOT,5CD4438VS4,TTSPL5512,HP Probook 450 G10,4199,4199,ttspl_other_customer,316,5CD4438VS4,TTSPL5512,4199,RATE_OK
Kinolve Software India Pvt Ltd,965,Kinolve Software India Pvt Ltd,name,LOT,42TH2J3,TTSPL5786,Dell Latitude 5420,3500,3500,ttspl_other_customer,318,42TH2J3,TTSPL5786,3500,RATE_OK
Kinolve Software India Pvt Ltd,965,Kinolve Software India Pvt Ltd,name,LOT,1PTVXT3,TTSPL5342,Dell Latitude 5430,2499,2499,ttspl_other_customer,2773,1PTVXT3,TTSPL5342,2499,RATE_OK
Kinolve Software India Pvt Ltd,965,Kinolve Software India Pvt Ltd,name,LOT,5CD0511GLN,TTSPL6048,HP Probook 430 G8,2499,2499,ttspl_other_customer,2329,5CD0511GLN,TTSPL6048,2499,RATE_OK
Kinolve Software India Pvt Ltd,965,Kinolve Software India Pvt Ltd,name,LOT,D1M1QM3,TTSPL5699,Dell Latitude 5420,2499,2499,ttspl_other_customer,2330,D1M1QM3,TTSPL5699,2499,RATE_OK
Kinolve Software India Pvt Ltd,965,Kinolve Software India Pvt Ltd,name,LOT,33TP3T3,TTSPL6372,Dell Latitude 7330,3500,3500,ttspl_other_customer,322,33TP3T3,TTSPL6372,3500,RATE_OK
