serial_number,ttspl,customer,so,dc,customer_price,delivered_ist,updated_ist,brand,model
H933VF2,TTSPL2054,BM Computers,SO/26-27/0369,DC/26-27/0401,10595.00,2026-07-09 11:41:44.434,2026-07-31 02:16:40.715162,Dell,Dell Latitude E5470
105D3F3,TTSPL7297,BM Computers,SO/26-27/0391,DC/26-27/0422,18220.34,2026-07-09 11:41:44.318,2026-07-31 02:16:40.715162,Dell,Dell Latitude 5420
1YWC4D3,TTSPL7318,BM Computers,SO/26-27/0391,DC/26-27/0422,18220.34,2026-07-09 11:41:44.397,2026-07-31 02:16:40.715162,Dell,Dell Latitude 5420
2TK245010X,TTSPL7324,BM Computers,SO/26-27/0391,DC/26-27/0422,31779.66,2026-07-09 11:41:44.425,2026-07-31 02:16:40.715162,HP,HP ELITEBOOK 640 G9
2TK24503WP,TTSPL7325,BM Computers,SO/26-27/0391,DC/26-27/0422,31779.66,2026-07-09 11:41:44.292,2026-07-31 02:16:40.715162,HP,HP ELITEBOOK 640 G9
2TK2460B0C,TTSPL7323,BM Computers,SO/26-27/0391,DC/26-27/0422,31779.66,2026-07-09 11:41:44.419,2026-07-31 02:16:40.715162,HP,HP ELITEBOOK 640 G9
2TK24906HN,TTSPL7322,BM Computers,SO/26-27/0391,DC/26-27/0422,31779.66,2026-07-09 11:41:44.415,2026-07-31 02:16:40.715162,HP,HP ELITEBOOK 640 G9
2TK2500DLN,TTSPL7321,BM Computers,SO/26-27/0391,DC/26-27/0422,31779.66,2026-07-09 11:41:44.409,2026-07-31 02:16:40.715162,HP,HP ELITEBOOK 640 G9
47C83F3,TTSPL7313,BM Computers,SO/26-27/0391,DC/26-27/0422,18220.34,2026-07-09 11:41:44.371,2026-07-31 02:16:40.715162,Dell,Dell Latitude 5420
52LL6D3,TTSPL7304,BM Computers,SO/26-27/0391,DC/26-27/0422,18220.34,2026-07-09 11:41:44.338,2026-07-31 02:16:40.715162,Dell,Dell Latitude 5420
57M93F3,TTSPL7293,BM Computers,SO/26-27/0391,DC/26-27/0422,18220.34,2026-07-09 11:41:44.307,2026-07-31 02:16:40.715162,Dell,Dell Latitude 5420
7J6R2F3,TTSPL7319,BM Computers,SO/26-27/0391,DC/26-27/0422,18220.34,2026-07-09 11:41:44.403,2026-07-31 02:16:40.715162,Dell,Dell Latitude 5420
82XWYD3,TTSPL7315,BM Computers,SO/26-27/0391,DC/26-27/0422,18220.34,2026-07-09 11:41:44.376,2026-07-31 02:16:40.715162,Dell,Dell Latitude 5420
8K7R2F3,TTSPL7301,BM Computers,SO/26-27/0391,DC/26-27/0422,18220.34,2026-07-09 11:41:44.33,2026-07-31 02:16:40.715162,Dell,Dell Latitude 5420
9B262F3,TTSPL7306,BM Computers,SO/26-27/0391,DC/26-27/0422,18220.34,2026-07-09 11:41:44.346,2026-07-31 02:16:40.715162,Dell,Dell Latitude 5420
9Y17ZD3,TTSPL7316,BM Computers,SO/26-27/0391,DC/26-27/0422,18220.34,2026-07-09 11:41:44.384,2026-07-31 02:16:40.715162,Dell,Dell Latitude 5420
9ZCMZH3,TTSPL7314,BM Computers,SO/26-27/0391,DC/26-27/0422,18220.34,2026-07-09 11:41:44.374,2026-07-31 02:16:40.715162,Dell,Dell Latitude 5420
B6HM9C3,TTSPL7307,BM Computers,SO/26-27/0391,DC/26-27/0422,18220.34,2026-07-09 11:41:44.351,2026-07-31 02:16:40.715162,Dell,Dell Latitude 5420
BYT22F3,TTSPL7303,BM Computers,SO/26-27/0391,DC/26-27/0422,18220.34,2026-07-09 11:41:44.334,2026-07-31 02:16:40.715162,Dell,Dell Latitude 5420
CS5K2F3,TTSPL7298,BM Computers,SO/26-27/0391,DC/26-27/0422,18220.34,2026-07-09 11:41:44.325,2026-07-31 02:16:40.715162,Dell,Dell Latitude 5420
G9M00J3,TTSPL7291,BM Computers,SO/26-27/0391,DC/26-27/0422,18220.34,2026-07-09 11:41:44.298,2026-07-31 02:16:40.715162,Dell,Dell Latitude 5420
GYC83F3,TTSPL7295,BM Computers,SO/26-27/0391,DC/26-27/0422,18220.34,2026-07-09 11:41:44.313,2026-07-31 02:16:40.715162,Dell,Dell Latitude 5420
H507R73,TTSPL7311,BM Computers,SO/26-27/0391,DC/26-27/0422,18220.34,2026-07-09 11:41:44.361,2026-07-31 02:16:40.715162,Dell,Dell Latitude 5420
HHS73F3,TTSPL7292,BM Computers,SO/26-27/0391,DC/26-27/0422,18220.34,2026-07-09 11:41:44.303,2026-07-31 02:16:40.715162,Dell,Dell Latitude 5420
HT1XYD3,TTSPL7305,BM Computers,SO/26-27/0391,DC/26-27/0422,18220.34,2026-07-09 11:41:44.341,2026-07-31 02:16:40.715162,Dell,Dell Latitude 5420
JCZC3F3,TTSPL7320,BM Computers,SO/26-27/0391,DC/26-27/0422,18220.34,2026-07-09 11:41:44.406,2026-07-31 02:16:40.715162,Dell,Dell Latitude 5420
JQJQ2F3,TTSPL7312,BM Computers,SO/26-27/0391,DC/26-27/0422,18220.34,2026-07-09 11:41:44.367,2026-07-31 02:16:40.715162,Dell,Dell Latitude 5420
PF32GKBL,TTSPL4683,BM Computers,SO/26-27/0403,DC/26-27/0434,20763.00,2026-07-09 11:41:44.282,2026-07-31 02:16:40.715162,Dell,Lenovo Thinkpad T14 (Touchscreen)
PG037RGJ,TTSPL6038,BM Computers,SO/26-27/0403,DC/26-27/0434,20763.00,2026-07-09 11:41:44.279,2026-07-31 02:16:40.715162,Lenovo,Lenovo Thinkpad E14
PF3DD9X5,TTSPL5165,BM Computers,SO/26-27/0407,DC/26-27/0436,20763.00,2026-07-09 11:41:44.276,2026-08-03 21:10:11.316609,Dell,Lenovo Thinkpad E14 (Gen 2)
PG037G80,TTSPL5921,BM Computers,SO/26-27/0407,DC/26-27/0436,20763.00,2026-07-09 11:41:44.269,2026-07-31 02:16:40.715162,Dell,Lenovo Thinkpad E14
PG02HV48,TTSPL6410,BM Computers,SO/26-27/0408,DC/26-27/0437,20763.00,2026-07-09 11:41:44.243,2026-07-31 02:16:40.715162,Dell,Lenovo Thinkpad E-14 Gen 2
PG02SKBJ,TTSPL5277,BM Computers,SO/26-27/0408,DC/26-27/0437,20763.00,2026-07-09 11:41:44.231,2026-07-31 02:16:40.715162,Dell,Lenovo Thinkpad E14 (Gen 2)
PG0343EF,TTSPL6029,BM Computers,SO/26-27/0409,DC/26-27/0438,20763.00,2026-07-09 11:41:44.288,2026-07-31 02:16:40.715162,Lenovo,Lenovo Thinkpad E14
56RXZH3,TTSPL6938,BM Computers,SO/26-27/0417,DC/26-27/0446,20763.00,2026-07-09 11:41:44.262,2026-07-31 02:16:40.715162,Dell,Dell Latitude 7420
PG02S21K,TTSPL5595,BM Computers,SO/26-27/0417,DC/26-27/0446,20763.00,2026-07-09 11:41:44.256,2026-07-31 02:16:40.715162,Dell,Lenovo Thinkpad E14
4QH7CG2,TTSPL1614,BM Computers,SO/26-27/0459,DC/26-27/0485,10593.00,2026-07-09 11:41:44.125,2026-07-31 02:16:40.715162,Dell,Dell Latitude E5470
PG04FAL8,TTSPL5110,BM Computers,SO/26-27/0459,DC/26-27/0485,27119.00,2026-07-09 11:41:44.18,2026-07-31 02:16:40.715162,Dell,Lenovo V14 (Gen 3)
PG04FE1Q,TTSPL4999,BM Computers,SO/26-27/0459,DC/26-27/0485,27119.00,2026-07-09 11:41:44.2,2026-07-31 02:16:40.715162,Dell,Lenovo V14 (Gen 3)
PG04FGXY,TTSPL4978,BM Computers,SO/26-27/0459,DC/26-27/0485,27119.00,2026-07-09 11:41:44.168,2026-07-31 02:16:40.715162,Dell,Lenovo V14 (Gen 3)
PG04GTGT,TTSPL5115,BM Computers,SO/26-27/0459,DC/26-27/0485,27119.00,2026-07-09 11:41:44.174,2026-07-31 02:16:40.715162,Dell,Lenovo V14 (Gen 3)
PG04GTK6,TTSPL4966,BM Computers,SO/26-27/0459,DC/26-27/0485,27119.00,2026-07-09 11:41:44.159,2026-07-31 02:16:40.715162,Dell,Lenovo V14 (Gen 3)
1SWDH72,TTSPL1802,BM Computers,SO/26-27/0479,DC/26-27/0505,9322.00,2026-07-09 11:41:44.211,2026-07-31 02:16:40.715162,Dell,Dell Latitude E7250
C9VRH72,TTSPL1894,BM Computers,SO/26-27/0479,DC/26-27/0505,9322.00,2026-07-09 11:41:44.225,2026-07-31 02:16:40.715162,Dell,Dell Latitude E7250
PC0BRM3U,TTSPL2423,BM Computers,SO/26-27/0479,DC/26-27/0505,9322.00,2026-07-09 11:41:44.219,2026-07-31 02:16:40.715162,Dell,Lenovo Thinkpad T450
PF353YQD,TTSPL5461,BM Computers,SO/26-27/0479,DC/26-27/0505,20762.00,2026-07-09 11:41:44.205,2026-07-31 02:16:40.715162,Dell,Lenovo Thinkpad T14 (Touchscreen)
